AGS,AGS_STATE,AGS_8,Name,total,Protestant Count,Catholic Count,Other Count
010605034046,01,01060046,Kayhude,1176,368,64,746
010605034058,01,01060058,Nahe,2443,887,73,1482
010605034065,01,01060065,Oering,1394,507,33,853
010605034076,01,01060076,Seth,1756,676,47,1034
010605034085,01,01060085,Sülfeld,3320,1455,85,1779
010605043002,01,01060002,Alveslohe,2713,866,100,1751
010605043034,01,01060034,Hartenholm,1811,778,59,983
010605043036,01,01060036,Hasenmoor,689,292,33,364
010605043054,01,01060054,Lentföhrden,2611,892,96,1623
010605043064,01,01060064,Nützen,1196,410,52,736
010605043073,01,01060073,Schmalfeld,1874,724,67,1089
010605048042,01,01060042,Hüttblek,363,118,5,243
010605048045,01,01060045,Kattendorf,820,308,17,495
010605048047,01,01060047,Kisdorf,3928,1445,168,2318
010605048066,01,01060066,Oersdorf,876,269,32,571
010605048077,01,01060077,Sievershütten,1096,390,47,663
010605048082,01,01060082,Struvenhütten,959,408,22,525
010605048084,01,01060084,Stuvenborn,826,341,24,460
010605048094,01,01060094,Wakendorf II,1343,423,62,859
010605048100,01,01060100,Winsen,377,160,14,204
010605053007,01,01060007,Bark,982,561,38,382
010605053008,01,01060008,Bebensee,675,321,13,341
010605053022,01,01060022,Fredesdorf,420,232,15,173
010605053029,01,01060029,Groß Niendorf (Kreis Segeberg),677,312,19,344
010605053041,01,01060041,Högersdorf,399,187,16,196
010605053051,01,01060051,Kükels,455,212,15,226
010605053053,01,01060053,Leezen (Kreis Segeberg),1833,914,66,853
010605053057,01,01060057,Mözen,463,241,9,210
010605053062,01,01060062,Neversdorf,716,325,36,354
010605053074,01,01060074,Schwissel,275,115,10,150
010605053088,01,01060088,Todesfelde,1084,607,20,456
010605053101,01,01060101,Wittenborn,1018,432,28,557
010605063011,01,01060011,Boostedt,5269,2019,190,3055
010605063016,01,01060016,Daldorf,637,378,23,233
010605063028,01,01060028,Groß Kummerfeld,1810,849,97,863
010605063038,01,01060038,Heidmühlen,668,327,17,323
010605063052,01,01060052,Latendorf,612,300,17,298
010605063068,01,01060068,Rickling,3119,1783,187,1147
010605086006,01,01060006,Bahrenhof,209,111,4,95
010605086010,01,01060010,Blunk,575,328,14,234
010605086015,01,01060015,Bühnsdorf,368,149,10,208
010605086018,01,01060018,Dreggers,44,15,0,33
010605086020,01,01060020,Fahrenkrug,1542,802,51,688
010605086024,01,01060024,Geschendorf,560,281,16,265
010605086025,01,01060025,Glasau,830,511,33,289
010605086030,01,01060030,Groß Rönnau,516,270,15,232
010605086048,01,01060048,Klein Gladebrügge,544,269,17,260
010605086049,01,01060049,Klein Rönnau,1795,816,63,912
010605086050,01,01060050,Krems II,395,213,18,164
010605086059,01,01060059,Negernbötel,981,464,56,459
010605086060,01,01060060,Nehms,568,330,32,208
010605086061,01,01060061,Neuengörs,810,432,10,365
010605086067,01,01060067,Pronstorf,1601,873,84,646
010605086069,01,01060069,Rohlstorf,1161,573,36,551
010605086070,01,01060070,Schackendorf,870,397,41,436
010605086071,01,01060071,Schieren,258,157,6,91
010605086075,01,01060075,Seedorf (Kreis Segeberg),2186,1251,64,869
010605086079,01,01060079,Stipsdorf,243,99,6,138
010605086081,01,01060081,Strukdorf,266,160,5,102
010605086090,01,01060090,Travenhorst,199,100,7,96
010605086091,01,01060091,Traventhal,534,253,17,267
010605086093,01,01060093,Wakendorf I,482,205,9,267
010605086096,01,01060096,Weede,1019,520,36,464
010605086097,01,01060097,Wensin,898,516,41,341
010605086098,01,01060098,Westerrade,431,250,3,175
010610029029,01,01061029,"Glückstadt, Stadt",11187,4771,560,5858
010610046046,01,01061046,"Itzehoe, Stadt",32256,12977,1573,17701
010610113113,01,01061113,"Wilster, Stadt",4280,2261,140,1879
010615104005,01,01061005,Auufer,131,92,0,37
010615104016,01,01061016,Breitenberg (Kreis Steinburg),346,180,10,155
010615104017,01,01061017,Breitenburg,1240,537,44,662
010615104053,01,01061053,Kollmoor,30,16,0,8
010615104058,01,01061058,Kronsmoor,168,104,3,62
010615104061,01,01061061,Lägerdorf,2616,1193,104,1317
010615104068,01,01061068,Moordiek,110,71,0,38
010615104072,01,01061072,Münsterdorf,1833,1018,55,757
010615104079,01,01061079,Oelixdorf,1531,728,51,757
010615104109,01,01061109,Westermoor,390,225,7,154
010615104115,01,01061115,Wittenbergen,158,96,3,59
010615134004,01,01061004,Altenmoor,211,121,3,83
010615134012,01,01061012,Blomesche Wildnis,598,364,27,207
010615134015,01,01061015,Borsfleth,720,335,27,354
010615134027,01,01061027,Engelbrechtsche Wildnis,821,466,36,319
010615134037,01,01061037,Herzhorn,1122,551,39,533
010615134041,01,01061041,Hohenfelde (Kreis Steinburg),887,389,38,466
010615134044,01,01061044,Horst (Holstein),5726,2306,213,3210
010615134050,01,01061050,Kiebitzreihe,2147,919,86,1143
010615134054,01,01061054,Krempdorf,225,110,15,102
010615134074,01,01061074,Neuendorf b. Elmshorn,822,406,20,394
010615134101,01,01061101,Sommerland,732,371,14,345
010615134118,01,01061118,Kollmar,1591,723,40,826
010615138008,01,01061008,Bekdorf,96,56,0,43
010615138010,01,01061010,Bekmünde,143,73,4,65
010615138024,01,01061024,Drage (Kreis Steinburg),232,137,5,90
010615138034,01,01061034,Heiligenstedten,1475,679,59,734
010615138035,01,01061035,Heiligenstedtenerkamp,721,342,14,362
010615138039,01,01061039,Hodorf,194,97,12,82
010615138040,01,01061040,Hohenaspe,1875,1082,49,746
010615138045,01,01061045,Huje,275,158,8,107
010615138047,01,01061047,Kaaks,429,230,15,184
010615138052,01,01061052,Kleve (Kreis Steinburg),541,292,13,235
010615138059,01,01061059,Krummendiek,74,31,3,42
010615138065,01,01061065,Lohbarbek,801,337,33,429
010615138067,01,01061067,Mehlbek,419,200,11,208
010615138070,01,01061070,Moorhusen,71,43,4,27
010615138082,01,01061082,Oldendorf (Kreis Steinburg),1080,470,34,577
010615138083,01,01061083,Ottenbüttel,726,353,17,355
010615138084,01,01061084,Peissen,302,165,5,126
010615138098,01,01061098,Schlotfeld,223,113,17,92
010615138100,01,01061100,Silzen,162,88,4,70
010615138114,01,01061114,Winseldorf,317,149,4,162
010615153006,01,01061006,Bahrenfleth,567,288,17,268
010615153022,01,01061022,Dägeling,1026,518,15,494
010615153026,01,01061026,Elskop,162,66,6,85
010615153030,01,01061030,Grevenkop,320,147,5,167
010615153055,01,01061055,"Krempe, Stadt",2415,1068,94,1250
010615153056,01,01061056,Kremperheide,2316,1126,101,1086
010615153057,01,01061057,Krempermoor,530,259,16,254
010615153073,01,01061073,Neuenbrook,665,298,21,345
010615153092,01,01061092,Rethwisch (Kreis Steinburg),561,255,19,288
010615153104,01,01061104,Süderau,725,326,13,383
010615168001,01,01061001,Aasbüttel,149,63,12,74
010615168003,01,01061003,Agethorst,188,107,0,81
010615168011,01,01061011,Besdorf,225,131,6,86
010615168013,01,01061013,Bokelrehm,137,64,6,68
010615168014,01,01061014,Bokhorst,138,75,0,63
010615168021,01,01061021,Christinenthal,68,39,0,27
010615168031,01,01061031,Gribbohm,406,229,13,162
010615168033,01,01061033,Hadenfeld,146,81,0,62
010615168043,01,01061043,Holstenniendorf,407,235,13,157
010615168048,01,01061048,Kaisborstel,64,31,0,35
010615168066,01,01061066,Looft,384,226,7,149
010615168076,01,01061076,Nienbüttel,129,80,4,44
010615168078,01,01061078,Nutteln,259,164,8,91
010615168081,01,01061081,Oldenborstel,112,74,3,36
010615168085,01,01061085,Pöschendorf,263,151,3,108
010615168087,01,01061087,Puls,535,324,17,194
010615168091,01,01061091,Reher,727,403,21,303
010615168097,01,01061097,Schenefeld,2739,1432,99,1206
010615168105,01,01061105,Vaale,1232,723,38,472
010615168106,01,01061106,Vaalermoor,127,81,0,44
010615168107,01,01061107,Wacken,1926,1045,67,814
010615168108,01,01061108,Warringholz,289,154,11,126
010615179002,01,01061002,Aebtissinwisch,49,32,3,13
010615179007,01,01061007,Beidenfleth,844,467,14,363
010615179018,01,01061018,Brokdorf,993,493,34,468
010615179020,01,01061020,Büttel,32,16,3,16
010615179023,01,01061023,Dammfleth,269,157,4,112
010615179025,01,01061025,Ecklak,289,152,4,129
010615179060,01,01061060,Kudensee,119,62,3,50
010615179062,01,01061062,Landrecht,119,76,0,45
010615179063,01,01061063,Landscheide,247,132,4,108
010615179077,01,01061077,Nortorf,809,480,12,320
010615179095,01,01061095,Sankt Margarethen,814,441,29,342
010615179102,01,01061102,Stördorf,123,65,4,45
010615179110,01,01061110,Wewelsfleth,1309,751,40,517
010615179119,01,01061119,NeuendorfSachsenbande,415,244,3,168
010615189019,01,01061019,Brokstedt,2189,975,71,1145
010615189028,01,01061028,Fitzbek,396,181,7,210
010615189036,01,01061036,Hennstedt (Kreis Steinburg),610,297,18,294
010615189038,01,01061038,Hingstheide,80,37,0,47
010615189042,01,01061042,Hohenlockstedt,5919,2795,305,2819
010615189049,01,01061049,"Kellinghusen, Stadt",8113,3487,278,4347
010615189064,01,01061064,Lockstedt,146,75,13,59
010615189071,01,01061071,Mühlenbarbek,263,128,14,120
010615189080,01,01061080,Oeschebüttel,172,73,8,91
010615189086,01,01061086,Poyenberg,374,215,13,146
010615189088,01,01061088,Quarnstedt,436,228,5,203
010615189089,01,01061089,Rade,100,56,0,44
010615189093,01,01061093,Rosdorf (Kreis Steinburg),365,145,16,210
010615189096,01,01061096,Sarlhusen,447,254,20,170
010615189103,01,01061103,Störkathen,85,36,3,49
010615189111,01,01061111,Wiedenborstel,11,7,0,6
010615189112,01,01061112,Willenscharen,164,71,6,84
010615189116,01,01061116,Wrist,2349,966,89,1293
010615189117,01,01061117,Wulfsmoor,381,190,7,182
010620001001,01,01062001,"Ahrensburg, Stadt",34197,9548,2231,22418
010620004004,01,01062004,"Bad Oldesloe, Stadt",24780,9032,1461,14288
010620006006,01,01062006,"Bargteheide, Stadt",16121,5369,925,9825
010620009009,01,01062009,Barsbüttel,13152,3183,828,9142
010620018018,01,01062018,"Glinde, Stadt",18295,4121,1491,12684
010620023023,01,01062023,Großhansdorf,9500,2862,633,6003
010620053053,01,01062053,Oststeinbek,8724,2048,691,5981
010620060060,01,01062060,"Reinbek, Stadt",27990,7845,2350,17792
010620061061,01,01062061,"Reinfeld (Holstein), Stadt",8978,3661,379,4941
010620076076,01,01062076,Tangstedt (Kreis Stormarn),6456,1984,300,4172
010620090090,01,01062090,Ammersbek,9981,2704,448,6832
010625207019,01,01062019,Grabau (Kreis Stormarn),796,383,34,378
010625207046,01,01062046,Meddewade,901,355,47,500
010625207050,01,01062050,Neritz,342,146,9,190
010625207056,01,01062056,Pölitz,1249,503,54,692
010625207062,01,01062062,Rethwisch (Kreis Stormarn),1164,527,54,585
010625207065,01,01062065,Rümpel,1327,594,63,670
010625207089,01,01062089,Lasbek,1290,524,48,721
010625207091,01,01062091,Steinburg,2735,1057,100,1577
010625207092,01,01062092,Travenbrück,1741,851,98,794
010625218005,01,01062005,BargfeldStegen,3008,1177,108,1725
010625218014,01,01062014,Delingsdorf,2245,676,131,1435
010625218016,01,01062016,Elmenhorst (Kreis Stormarn),2738,1036,76,1626
010625218027,01,01062027,Hammoor,1288,459,40,789
010625218036,01,01062036,Jersbek,1797,642,77,1079
010625218051,01,01062051,Nienwohld,500,171,20,313
010625218078,01,01062078,Todendorf,1246,406,44,800
010625218081,01,01062081,Tremsbüttel,1912,680,68,1162
010625244003,01,01062003,Badendorf,913,416,43,452
010625244008,01,01062008,Barnitz,836,360,38,436
010625244025,01,01062025,Hamberge,1773,714,115,945
010625244031,01,01062031,Heidekamp,508,207,24,277
010625244032,01,01062032,Heilshoop,559,292,16,246
010625244039,01,01062039,Klein Wesenberg,771,364,23,383
010625244048,01,01062048,Mönkhagen,642,280,28,336
010625244059,01,01062059,Rehhorst,725,366,26,340
010625244083,01,01062083,Westerau,764,340,38,387
010625244087,01,01062087,Zarpen,1448,753,44,646
010625244093,01,01062093,Feldhorst,542,254,18,268
010625244094,01,01062094,Wesenberg,1677,669,61,946
010625262011,01,01062011,Braak,964,278,59,626
010625262035,01,01062035,Hoisdorf,3449,1104,171,2174
010625262069,01,01062069,Siek,2476,785,139,1551
010625262071,01,01062071,Stapelfeld,1792,481,162,1147
010625262088,01,01062088,Brunsbek,1647,599,59,985
010625270020,01,01062020,Grande,685,195,47,446
010625270021,01,01062021,Grönwohld,1472,499,54,919
010625270022,01,01062022,Großensee (Kreis Stormarn),1866,611,83,1174
010625270026,01,01062026,Hamfelde (Kreis Stormarn),510,184,25,301
010625270033,01,01062033,Hohenfelde (Kreis Stormarn),46,19,3,24
010625270040,01,01062040,Köthel (Kreis Stormarn),317,118,13,194
010625270045,01,01062045,Lütjensee,3328,1112,184,2034
010625270058,01,01062058,Rausdorf (Kreis Stormarn),221,69,16,136
010625270082,01,01062082,Trittau,9148,2831,451,5867
010625270086,01,01062086,Witzhave,1517,449,101,969
020000000000,02,02000000,"Hamburg, Freie und Hansestadt",1808846,397896,154556,1256393
031010000000,03,03101000,"Braunschweig, Stadt",252816,80181,30264,142373
031020000000,03,03102000,"Salzgitter, Stadt",104215,31170,14170,58876
031030000000,03,03103000,"Wolfsburg, Stadt",127145,37507,18652,70991
031510009009,03,03151009,"Gifhorn, Stadt",42006,14402,3569,24032
031510025025,03,03151025,Sassenburg,11940,4739,871,6331
031510040040,03,03151040,"Wittingen, Stadt",11216,6859,568,3787
031515401002,03,03151002,Barwedel,1013,451,81,483
031515401004,03,03151004,Bokensdorf,1267,464,114,690
031515401014,03,03151014,Jembke,2049,722,219,1108
031515401020,03,03151020,Osloß,1884,681,227,974
031515401030,03,03151030,Tappenbeck,1532,535,175,821
031515401039,03,03151039,Weyhausen,2571,1008,204,1359
031515402003,03,03151003,Bergfeld,893,439,57,400
031515402005,03,03151005,"Brome, Flecken",3132,1526,172,1438
031515402008,03,03151008,EhraLessien,1920,843,160,922
031515402021,03,03151021,Parsau,1856,802,161,894
031515402024,03,03151024,Rühen,5837,2111,680,3047
031515402031,03,03151031,Tiddische,1234,557,97,580
031515402032,03,03151032,Tülau,1436,786,82,566
031515403007,03,03151007,Dedelstorf,1208,716,42,450
031515403011,03,03151011,Hankensbüttel,4340,2621,216,1507
031515403019,03,03151019,Obernholz,830,598,17,213
031515403028,03,03151028,Sprakensehl,1160,760,83,319
031515403029,03,03151029,Steinhorst (Landkreis Gifhorn),1260,735,78,448
031515404006,03,03151006,Calberlah,5227,2238,435,2553
031515404013,03,03151013,Isenbüttel,6156,2436,445,3274
031515404022,03,03151022,Ribbesbüttel,2114,905,124,1087
031515404037,03,03151037,Wasbüttel,1776,800,133,846
031515405012,03,03151012,Hillerse,2446,1196,149,1101
031515405015,03,03151015,Leiferde,4312,1919,286,2103
031515405017,03,03151017,Meinersen,7903,3553,596,3753
031515405018,03,03151018,Müden (Aller),5223,2820,267,2135
031515406001,03,03151001,Adenbüttel,1774,843,159,770
031515406016,03,03151016,Meine,8365,3310,748,4308
031515406023,03,03151023,Rötgesbüttel,2517,965,183,1367
031515406027,03,03151027,Schwülper,7086,2722,648,3716
031515406034,03,03151034,Vordorf,3073,1345,228,1503
031515406041,03,03151041,Didderse,1310,544,93,669
031515407010,03,03151010,Groß Oesingen,1983,1100,97,785
031515407026,03,03151026,Schönewörde,927,546,29,347
031515407033,03,03151033,Ummern,1495,852,71,574
031515407035,03,03151035,Wagenhoff,1181,546,95,546
031515407036,03,03151036,Wahrenholz,3751,2150,212,1391
031515407038,03,03151038,Wesendorf,5459,2527,403,2532
031530002002,03,03153002,"Bad Harzburg, Stadt",19817,8104,1666,10046
031530008008,03,03153008,Liebenburg,7971,4163,892,2914
031530012012,03,03153012,"Seesen, Stadt",18724,8999,1621,8100
031530016016,03,03153016,"Braunlage, Stadt",5116,2225,420,2469
031530017017,03,03153017,"Goslar, Stadt",47433,19294,5422,22724
031530018018,03,03153018,"ClausthalZellerfeld, Bergund Universitätsstadt",13766,5727,1082,6958
031530019019,03,03153019,"Langelsheim, Stadt",14779,7267,1127,6385
031540013013,03,03154013,"Königslutter am Elm, Stadt",15458,6659,1221,7577
031540014014,03,03154014,Lehre,12020,4696,1143,6179
031540019019,03,03154019,"Schöningen, Stadt",11196,4958,1164,5076
031540028028,03,03154028,"Helmstedt, Stadt",25040,9338,2565,13137
031545401008,03,03154008,Grasleben,2340,940,239,1159
031545401015,03,03154015,Mariental,965,397,79,488
031545401016,03,03154016,Querenhorst,476,216,27,232
031545401018,03,03154018,Rennau,720,365,46,311
031545402002,03,03154002,Beierstedt,361,171,44,146
031545402006,03,03154006,Gevensleben,619,389,36,194
031545402012,03,03154012,Jerxheim,1082,578,117,390
031545402027,03,03154027,Söllingen,1560,787,131,641
031545403005,03,03154005,Frellstedt,789,412,44,330
031545403017,03,03154017,Räbke,801,333,80,390
031545403021,03,03154021,Süpplingen,1753,732,147,874
031545403022,03,03154022,Süpplingenburg,643,362,31,247
031545403025,03,03154025,Warberg,804,438,59,304
031545403026,03,03154026,Wolsdorf,889,345,100,446
031545404001,03,03154001,Bahrdorf,1755,923,154,677
031545404004,03,03154004,Danndorf,2463,941,330,1190
031545404007,03,03154007,Grafhorst,1144,486,102,556
031545404009,03,03154009,Groß Twülpstedt,2807,1346,219,1245
031545404024,03,03154024,Velpke,4861,1879,522,2460
031550001001,03,03155001,"Bad Gandersheim, Stadt",9056,4803,767,3485
031550002002,03,03155002,"Bodenfelde, Flecken",2949,1764,242,943
031550003003,03,03155003,"Dassel, Stadt",9268,5873,533,2861
031550005005,03,03155005,"Hardegsen, Stadt",7383,3823,778,2786
031550006006,03,03155006,Kalefeld,5847,3992,368,1484
031550007007,03,03155007,KatlenburgLindau,6759,3533,1203,2023
031550009009,03,03155009,"Moringen, Stadt",6701,3751,547,2407
031550010010,03,03155010,"NörtenHardenberg, Flecken",7623,3581,1090,2950
031550011011,03,03155011,"Northeim, Stadt",27369,12845,3065,11460
031550012012,03,03155012,"Uslar, Stadt",13562,7597,1321,4647
031550013013,03,03155013,"Einbeck, Stadt",29713,16033,2453,11230
031570001001,03,03157001,Edemissen,12464,5969,1027,5469
031570002002,03,03157002,Hohenhameln,9308,4489,1213,3605
031570005005,03,03157005,Lengede,14118,5090,1638,7391
031570006006,03,03157006,"Peine, Stadt",50276,18761,4622,26895
031570007007,03,03157007,Vechelde,18141,7370,2007,8764
031570008008,03,03157008,Wendeburg,10175,4626,835,4715
031570009009,03,03157009,Ilsede,21637,10005,1857,9775
031580006006,03,03158006,Cremlingen,12816,5156,1263,6400
031580037037,03,03158037,"Wolfenbüttel, Stadt",51750,18733,5415,27599
031580039039,03,03158039,SchladenWerla,8728,4409,968,3349
031585402002,03,03158002,Baddeckenstedt,2906,1423,279,1207
031585402004,03,03158004,Burgdorf,2096,1064,188,840
031585402011,03,03158011,Elbe,1489,828,114,543
031585402016,03,03158016,Haverlah,1515,739,176,602
031585402018,03,03158018,Heere,1018,576,86,355
031585402028,03,03158028,Sehlde,864,503,80,287
031585403005,03,03158005,Cramme,810,410,52,348
031585403010,03,03158010,Dorstadt,692,271,103,320
031585403014,03,03158014,Flöthe,1061,586,79,398
031585403019,03,03158019,Heiningen (Landkreis Wolfenbüttel),641,233,82,325
031585403023,03,03158023,Ohrum,598,281,61,261
031585403038,03,03158038,Börßum,2864,1431,224,1208
031585406009,03,03158009,Dettum,1194,583,81,530
031585406012,03,03158012,Erkerode,869,348,68,456
031585406013,03,03158013,Evessen,1237,610,88,539
031585406030,03,03158030,Sickte,5976,2783,528,2667
031585406033,03,03158033,Veltheim (Ohe),997,467,96,432
031585407007,03,03158007,Dahlum,626,385,61,178
031585407008,03,03158008,Denkte,2715,1244,208,1262
031585407017,03,03158017,Hedeper,470,299,14,156
031585407021,03,03158021,Kissenbrück,1602,776,121,707
031585407022,03,03158022,Kneitlingen,738,363,49,325
031585407025,03,03158025,Roklum,429,268,11,154
031585407027,03,03158027,"Schöppenstedt, Stadt",5339,2367,422,2549
031585407031,03,03158031,Uehrde,857,476,65,315
031585407032,03,03158032,Vahlberg,695,370,58,270
031585407035,03,03158035,Winnigstedt,690,296,44,347
031585407036,03,03158036,Wittmar,1074,447,81,541
031585407040,03,03158040,RemlingenSemmenstedt,2346,1193,130,1020
031590001001,03,03159001,"Adelebsen, Flecken",6186,3488,568,2131
031590002002,03,03159002,Bad Grund (Harz),7910,4651,514,2746
031590003003,03,03159003,"Bad Lauterberg im Harz, Stadt",10451,5115,812,4518
031590004004,03,03159004,"Bad Sachsa, Stadt",7130,3152,665,3313
031590007007,03,03159007,"Bovenden, Flecken",13981,6149,1527,6302
031590010010,03,03159010,"Duderstadt, Stadt",20433,3135,12413,4884
031590013013,03,03159013,Friedland,7442,3664,700,3078
031590015015,03,03159015,Gleichen,8804,4558,823,3423
031590016016,03,03159016,"Göttingen, Stadt",124548,41173,16063,67312
031590017017,03,03159017,"Hann. Münden, Stadt",23519,10046,2423,11050
031590019019,03,03159019,"Herzberg am Harz, Stadt",13002,6347,1360,5295
031590026026,03,03159026,"Osterode am Harz, Stadt",21693,10535,1785,9374
031590029029,03,03159029,Rosdorf,11956,5552,1231,5173
031590034034,03,03159034,Staufenberg,7605,4055,544,3005
031590036036,03,03159036,Walkenried,4186,1742,384,2057
031595401008,03,03159008,Bühren,525,342,16,163
031595401009,03,03159009,"Dransfeld, Stadt",4337,2106,365,1866
031595401021,03,03159021,Jühnde,958,592,64,300
031595401024,03,03159024,Niemetal,1436,769,97,567
031595401031,03,03159031,Scheden,1851,1039,112,700
031595402005,03,03159005,Bilshausen,2244,486,1267,491
031595402006,03,03159006,Bodensee,756,167,382,204
031595402014,03,03159014,"Gieboldehausen, Flecken",3791,858,2044,891
031595402022,03,03159022,Krebeck,1018,173,623,228
031595402025,03,03159025,Obernfeld,940,101,662,179
031595402027,03,03159027,Rhumspringe,1777,290,1117,372
031595402028,03,03159028,Rollshausen,829,161,499,167
031595402030,03,03159030,Rüdershausen,802,108,511,184
031595402037,03,03159037,Wollbrandshausen,665,125,375,165
031595402038,03,03159038,Wollershausen,489,197,93,200
031595403012,03,03159012,Elbingerode,438,302,25,115
031595403018,03,03159018,Hattorf am Harz,4003,2269,384,1353
031595403020,03,03159020,Hörden am Harz,937,537,79,316
031595403039,03,03159039,Wulften am Harz,1809,1072,143,598
031595404011,03,03159011,Ebergötzen,1927,978,240,708
031595404023,03,03159023,Landolfshausen,1111,697,79,333
031595404032,03,03159032,Seeburg,1599,342,805,454
031595404033,03,03159033,Seulingen,1335,170,894,268
031595404035,03,03159035,Waake,1276,631,125,519
032410001001,03,03241001,"Hannover, Landeshauptstadt",513291,136300,57679,319314
032410002002,03,03241002,"Barsinghausen, Stadt",33727,13080,3431,17214
032410003003,03,03241003,"Burgdorf, Stadt",31045,11804,3285,15957
032410004004,03,03241004,"Burgwedel, Stadt",20172,8427,1818,9925
032410005005,03,03241005,"Garbsen, Stadt",59534,17093,7606,34837
032410006006,03,03241006,"Gehrden, Stadt",15345,5358,1690,8292
032410007007,03,03241007,"Hemmingen, Stadt",18896,6719,1886,10290
032410008008,03,03241008,Isernhagen,24293,8107,2432,13756
032410009009,03,03241009,"Laatzen, Stadt",41966,11900,5157,24908
032410010010,03,03241010,"Langenhagen, Stadt",53711,15211,5909,32591
032410011011,03,03241011,"Lehrte, Stadt",43501,16713,4336,22451
032410012012,03,03241012,"Neustadt am Rübenberge, Stadt",44274,19480,4162,20632
032410013013,03,03241013,"Pattensen, Stadt",14773,5935,1470,7371
032410014014,03,03241014,"Ronnenberg, Stadt",23817,7114,2935,13769
032410015015,03,03241015,"Seelze, Stadt",34324,10401,3845,20076
032410016016,03,03241016,"Sehnde, Stadt",23313,9412,2640,11264
032410017017,03,03241017,"Springe, Stadt",28513,12164,2595,13754
032410018018,03,03241018,Uetze,20121,9515,1359,9247
032410019019,03,03241019,Wedemark,29409,11110,2552,15747
032410020020,03,03241020,Wennigsen (Deister),14149,5469,1224,7455
032410021021,03,03241021,"Wunstorf, Stadt",40984,16391,4232,20359
032510007007,03,03251007,"Bassum, Stadt",16221,7195,1283,7747
032510012012,03,03251012,"Diepholz, Stadt",17817,7839,2247,7728
032510037037,03,03251037,Stuhr,33324,11695,2480,19152
032510040040,03,03251040,"Sulingen, Stadt",12998,6715,887,5395
032510041041,03,03251041,"Syke, Stadt",24789,10172,1522,13092
032510042042,03,03251042,"Twistringen, Stadt",12710,3424,5312,3977
032510044044,03,03251044,Wagenfeld,7073,4624,342,2108
032510047047,03,03251047,Weyhe,30500,10858,1908,17731
032515401009,03,03251009,Brockum,1049,679,107,263
032515401020,03,03251020,Hüde,1225,573,163,493
032515401022,03,03251022,Lembruch,1227,557,198,471
032515401023,03,03251023,"Lemförde, Flecken",3253,1617,387,1247
032515401025,03,03251025,Marl,699,440,67,194
032515401029,03,03251029,Quernheim,502,274,44,182
032515401036,03,03251036,Stemshorn,701,402,86,213
032515402005,03,03251005,"Barnstorf, Flecken",6641,3380,694,2571
032515402013,03,03251013,Drebber,2949,1707,310,933
032515402014,03,03251014,Drentwede,1010,621,117,276
032515402017,03,03251017,Eydelstedt,1779,1075,198,510
032515403002,03,03251002,Asendorf (Landkreis Diepholz),2939,1577,125,1238
032515403026,03,03251026,Martfeld,2737,1471,132,1140
032515403033,03,03251033,Schwarme,2619,1216,144,1256
032515403049,03,03251049,"BruchhausenVilsen, Flecken",8981,4692,496,3791
032515404003,03,03251003,Bahrenborstel,1085,820,48,220
032515404004,03,03251004,"Barenburg, Flecken",1217,753,78,384
032515404018,03,03251018,Freistatt,578,270,106,205
032515404021,03,03251021,Kirchdorf (Landkreis Diepholz),2194,1455,147,589
032515404043,03,03251043,Varrel,1437,1001,81,350
032515404045,03,03251045,Wehrbleck,727,533,47,144
032515405006,03,03251006,Barver,1061,608,110,341
032515405011,03,03251011,Dickel,456,288,51,117
032515405019,03,03251019,Hemsloh,548,320,54,174
032515405030,03,03251030,Rehden,2211,1218,212,781
032515405046,03,03251046,Wetschen,1856,1034,174,648
032515406001,03,03251001,Affinghausen,853,487,44,324
032515406015,03,03251015,Ehrenburg,1490,954,146,390
032515406028,03,03251028,Neuenkirchen (Landkreis Diepholz),1134,671,81,383
032515406031,03,03251031,Scholen,741,475,42,225
032515406032,03,03251032,Schwaförden,1448,904,58,487
032515406038,03,03251038,Sudwalde,1009,604,59,350
032515407008,03,03251008,Borstel (Landkreis Diepholz),1194,678,65,451
032515407024,03,03251024,Maasen,431,251,40,141
032515407027,03,03251027,Mellinghausen,1073,649,71,351
032515407034,03,03251034,"Siedenburg, Flecken",1230,693,56,479
032515407035,03,03251035,Staffhorst,540,336,21,181
032520001001,03,03252001,"Aerzen, Flecken",10502,5701,890,3913
032520002002,03,03252002,"Bad Münder am Deister, Stadt",17430,7965,1579,7884
032520003003,03,03252003,"Bad Pyrmont, Stadt",19848,7990,2665,9191
032520004004,03,03252004,"Coppenbrügge, Flecken",6964,3628,521,2816
032520005005,03,03252005,Emmerthal,9767,5327,761,3679
032520006006,03,03252006,"Hameln, Stadt",58123,22012,5795,30316
032520007007,03,03252007,"Hessisch Oldendorf, Stadt",18435,9034,1706,7696
032520008008,03,03252008,"Salzhemmendorf, Flecken",9219,4955,717,3543
032540002002,03,03254002,"Alfeld (Leine), Stadt",18080,8642,1789,7653
032540003003,03,03254003,Algermissen,7611,2759,2009,2838
032540005005,03,03254005,"Bad Salzdetfurth, Stadt",13141,5885,2362,4896
032540008008,03,03254008,"Bockenem, Stadt",9600,5057,1057,3483
032540011011,03,03254011,Diekholzen,6072,2095,1769,2211
032540014014,03,03254014,"Elze, Stadt",8756,4238,789,3734
032540017017,03,03254017,Giesen,9425,2795,3379,3248
032540020020,03,03254020,Harsum,11099,2830,4811,3459
032540021021,03,03254021,"Hildesheim, Stadt",97716,29831,22114,45772
