AGS,AGS_STATE,AGS_8,Name,total,Protestant Count,Catholic Count,Other Count
032540022022,03,03254022,Holle,6674,3155,1230,2288
032540026026,03,03254026,Nordstemmen,11928,5669,1632,4625
032540028028,03,03254028,"Sarstedt, Stadt",18960,6996,3058,8908
032540029029,03,03254029,Schellerten,7493,2857,2587,2044
032540032032,03,03254032,Söhlde,7568,3982,900,2685
032540042042,03,03254042,Freden (Leine),4512,2317,543,1655
032540044044,03,03254044,Lamspringe,5390,3102,659,1634
032540045045,03,03254045,Sibbesse,5432,2907,642,1881
032545406013,03,03254013,"Eime, Flecken",2496,1512,198,790
032545406041,03,03254041,"Duingen, Flecken",4730,2707,406,1621
032545406043,03,03254043,"Gronau (Leine), Stadt",10344,5888,1031,3426
032550008008,03,03255008,"Delligsen, Flecken",7424,4101,619,2703
032550023023,03,03255023,"Holzminden, Stadt",18798,8218,2461,8117
032555401002,03,03255002,"Bevern, Flecken",3738,2125,438,1168
032555401015,03,03255015,Golmbach,874,570,47,256
032555401021,03,03255021,Holenberg,402,242,32,128
032555401030,03,03255030,Negenborn,674,406,41,226
032555403004,03,03255004,Boffzen,2511,1152,503,859
032555403009,03,03255009,Derental,599,340,87,172
032555403014,03,03255014,Fürstenberg,1017,488,195,338
032555403026,03,03255026,"Lauenförde, Flecken",2199,980,529,693
032555408003,03,03255003,"Bodenwerder, Münchhausenstadt",4775,2546,397,1832
032555408005,03,03255005,Brevörde,550,390,31,125
032555408016,03,03255016,Halle (Landkreis Holzminden),1400,853,99,447
032555408017,03,03255017,Hehlen,1660,941,87,631
032555408019,03,03255019,Heinsen,715,479,67,176
032555408020,03,03255020,Heyen,439,280,18,140
032555408025,03,03255025,Kirchbrak,877,573,62,242
032555408031,03,03255031,"Ottenstein, Flecken",1131,716,61,354
032555408032,03,03255032,Pegestorf,389,270,13,105
032555408033,03,03255033,"Polle, Flecken",1127,647,133,348
032555408035,03,03255035,Vahlbruch,365,237,29,97
032555409001,03,03255001,Arholzen,378,231,18,127
032555409007,03,03255007,Deensen,1343,762,123,460
032555409010,03,03255010,Dielmissen,742,448,64,229
032555409012,03,03255012,Eimen,811,534,51,227
032555409013,03,03255013,"Eschershausen, Stadt",3514,1739,375,1400
032555409018,03,03255018,Heinade,778,510,45,224
032555409022,03,03255022,Holzen,486,322,29,134
032555409027,03,03255027,Lenne,639,381,42,217
032555409028,03,03255028,Lüerdissen,376,236,26,115
032555409034,03,03255034,"Stadtoldendorf, Stadt",4853,2041,348,2460
032555409036,03,03255036,Wangelnstedt,575,376,31,173
032560022022,03,03256022,"Nienburg (Weser), Stadt",32021,13614,2898,15512
032560025025,03,03256025,"RehburgLoccum, Stadt",9848,5424,569,3857
032560030030,03,03256030,"Steyerberg, Flecken",5161,3123,303,1737
032565402005,03,03256005,"Drakenburg, Flecken",1791,961,121,713
032565402011,03,03256011,Haßbergen,1617,920,113,583
032565402012,03,03256012,Heemsen,1771,1098,109,562
032565402027,03,03256027,Rohrsen,1116,629,47,440
032565407020,03,03256020,Linsburg,1003,522,59,419
032565407026,03,03256026,Rodewald,2600,1619,195,783
032565407029,03,03256029,Steimbke,2459,1328,180,956
032565407031,03,03256031,Stöckse,1284,730,57,497
032565408004,03,03256004,"Diepenau, Flecken",3848,2626,164,1057
032565408024,03,03256024,Raddestorf,1807,1279,64,464
032565408033,03,03256033,"Uchte, Flecken",4780,2872,253,1657
032565408034,03,03256034,Warmsen,3158,2354,124,678
032565409003,03,03256003,"Bücken, Flecken",2166,1346,120,700
032565409007,03,03256007,Eystrup,3531,1816,233,1479
032565409008,03,03256008,Gandesbergen,520,285,29,210
032565409009,03,03256009,Hämelhausen,586,400,21,165
032565409010,03,03256010,Hassel (Weser),1738,982,106,651
032565409013,03,03256013,Hilgermissen,2075,1328,88,657
032565409014,03,03256014,"Hoya, Stadt",3819,1921,315,1583
032565409015,03,03256015,Hoyerhagen,960,563,59,336
032565409028,03,03256028,Schweringen,828,472,27,328
032565409035,03,03256035,Warpe,694,442,19,231
032565410006,03,03256006,Estorf,1704,896,102,704
032565410016,03,03256016,Husum,2336,1301,135,902
032565410017,03,03256017,Landesbergen,2748,1544,170,1030
032565410018,03,03256018,Leese,1629,981,76,573
032565410032,03,03256032,Stolzenau,7000,3993,452,2553
032565411001,03,03256001,Balge,1666,1021,58,585
032565411002,03,03256002,Binnen,978,625,39,313
032565411019,03,03256019,"Liebenau, Flecken",3677,1734,323,1619
032565411021,03,03256021,Marklohe,4523,2643,246,1629
032565411023,03,03256023,Pennigsehl,1206,756,42,411
032565411036,03,03256036,Wietzen,1963,1262,104,593
032570003003,03,03257003,Auetal,6134,3209,501,2420
032570009009,03,03257009,"Bückeburg, Stadt",19192,9315,1713,8163
032570028028,03,03257028,"Obernkirchen, Stadt",8953,3952,1011,3984
032570031031,03,03257031,"Rinteln, Stadt",25626,12015,2533,11075
032570035035,03,03257035,"Stadthagen, Stadt",22190,8558,1740,11895
032575401001,03,03257001,Ahnsen,1020,507,75,439
032575401005,03,03257005,Bad Eilsen,2500,1096,257,1148
032575401008,03,03257008,Buchholz (Landkreis Schaumburg),736,388,67,282
032575401012,03,03257012,Heeßen,1382,647,138,598
032575401022,03,03257022,Luhden,1116,528,98,492
032575402007,03,03257007,Beckedorf,1453,658,187,610
032575402015,03,03257015,Heuerßen,901,469,68,362
032575402020,03,03257020,Lindhorst,4109,1950,413,1740
032575402021,03,03257021,Lüdersfeld,1085,590,60,435
032575403006,03,03257006,"Bad Nenndorf, Stadt",11244,4704,1181,5359
032575403011,03,03257011,Haste,2697,1321,253,1124
032575403016,03,03257016,Hohnhorst,2141,1088,186,866
032575403036,03,03257036,Suthfeld,1461,739,114,607
032575404019,03,03257019,Lauenhagen,1302,744,75,480
032575404023,03,03257023,Meerbeck,1822,1124,119,581
032575404025,03,03257025,Niedernwöhren,1957,1096,148,713
032575404027,03,03257027,Nordsehl,683,374,46,266
032575404030,03,03257030,Pollhagen,1033,665,54,315
032575404037,03,03257037,"Wiedensahl, Flecken",896,577,63,260
032575405013,03,03257013,Helpsen,1967,1144,115,709
032575405014,03,03257014,Hespe,2060,1181,113,766
032575405026,03,03257026,Nienstädt,4288,2299,353,1638
032575405034,03,03257034,Seggebruch,1701,959,158,582
032575406002,03,03257002,Apelern,2366,1213,170,984
032575406017,03,03257017,Hülsede,1042,518,72,453
032575406018,03,03257018,"Lauenau, Flecken",4220,1747,419,2053
032575406024,03,03257024,Messenkamp,704,311,55,341
032575406029,03,03257029,Pohle,834,395,92,348
032575406032,03,03257032,"Rodenberg, Stadt",6346,2605,801,2940
032575407004,03,03257004,Auhagen,1239,642,90,503
032575407010,03,03257010,"Hagenburg, Flecken",4566,2259,433,1874
032575407033,03,03257033,"Sachsenhagen, Stadt",1878,953,165,759
032575407038,03,03257038,Wölpinghausen,1570,920,85,562
033510004004,03,03351004,"Bergen, Stadt",12943,7118,628,5197
033510006006,03,03351006,"Celle, Stadt",66610,27883,5688,33038
033510010010,03,03351010,Faßberg,6163,2880,396,2889
033510012012,03,03351012,Hambühren,10167,4147,1019,4997
033510023023,03,03351023,Wietze,7331,2814,490,4030
033510024024,03,03351024,Winsen (Aller),12600,5791,784,6023
033510025025,03,03351025,Eschede,5485,3072,330,2083
033510026026,03,03351026,Südheide,11056,5087,661,5308
033515402005,03,03351005,Bröckel,1951,1116,91,746
033515402007,03,03351007,Eicklingen,3123,1570,154,1401
033515402017,03,03351017,Langlingen,2137,1385,98,655
033515402022,03,03351022,"Wienhausen, Klostergemeinde",4020,2141,173,1708
033515403002,03,03351002,Ahnsbeck,1620,947,64,608
033515403003,03,03351003,Beedenbostel,982,564,48,370
033515403008,03,03351008,Eldingen,2008,1190,100,717
033515403015,03,03351015,Hohne,1704,1034,62,610
033515403016,03,03351016,Lachendorf,6125,3018,422,2687
033515404001,03,03351001,Adelheidsdorf,2739,1109,159,1470
033515404018,03,03351018,Nienhagen (Landkreis Celle),6471,2910,483,3079
033515404021,03,03351021,Wathlingen,6326,2763,417,3142
033519501501,03,03351501,"Lohheide, gemfr. Bezirk",747,446,52,243
033520011011,03,03352011,"Cuxhaven, Stadt",49740,20762,5314,23665
033520032032,03,03352032,Loxstedt,15909,7124,885,7900
033520050050,03,03352050,Schiffdorf,14288,6234,867,7189
033520059059,03,03352059,Beverstedt,13376,7462,569,5342
033520060060,03,03352060,Hagen im Bremischen,10690,5440,438,4812
033520061061,03,03352061,Wurster Nordseeküste,16605,8302,1082,7222
033520062062,03,03352062,"Geestland, Stadt",30932,15270,1741,13924
033525404002,03,03352002,Armstorf,690,444,27,216
033525404024,03,03352024,Hollnseth,869,535,29,310
033525404029,03,03352029,Lamstedt,3342,2065,109,1167
033525404036,03,03352036,Mittelstenahe,614,457,16,143
033525404052,03,03352052,Stinstedt,544,391,15,140
033525407020,03,03352020,Hechthausen,3530,1862,190,1479
033525407022,03,03352022,"Hemmoor, Stadt",8554,4531,394,3627
033525407044,03,03352044,Osten,1777,1051,75,657
033525411004,03,03352004,Belum,794,487,16,293
033525411008,03,03352008,Bülkau,850,575,27,253
033525411025,03,03352025,Ihlienworth,1535,998,75,462
033525411038,03,03352038,Neuenkirchen,1346,817,56,474
033525411039,03,03352039,"Neuhaus (Oste), Flecken",1096,560,67,470
033525411041,03,03352041,Nordleda,1023,676,48,302
033525411042,03,03352042,Oberndorf,1376,733,86,555
033525411043,03,03352043,Odisheim,472,325,18,129
033525411045,03,03352045,Osterbruch,486,326,17,143
033525411046,03,03352046,"Otterndorf, Stadt",7326,3911,441,2974
033525411051,03,03352051,Steinau,803,587,37,182
033525411055,03,03352055,Wanna,2218,1500,70,647
033525411056,03,03352056,Wingst,3303,1973,105,1227
033525411063,03,03352063,Cadenberge,3895,2514,145,1235
033530005005,03,03353005,"Buchholz in der Nordheide, Stadt",40849,12441,2671,25741
033530026026,03,03353026,Neu Wulmstorf,22553,6672,1673,14205
033530029029,03,03353029,Rosengarten (Landkreis Harburg),13955,4467,784,8702
033530031031,03,03353031,Seevetal,43261,12960,2801,27500
033530032032,03,03353032,Stelle,11675,4288,615,6774
033530040040,03,03353040,"Winsen (Luhe), Stadt",36173,12787,2250,21132
033535401007,03,03353007,Drage (Landkreis Harburg),4154,1509,186,2459
033535401023,03,03353023,Marschacht,3913,1482,202,2232
033535401033,03,03353033,Tespe,4773,1527,236,3008
033535402002,03,03353002,Asendorf (Landkreis Harburg),2150,700,96,1352
033535402004,03,03353004,Brackel,1939,671,112,1155
033535402009,03,03353009,Egestorf,2770,1200,159,1409
033535402016,03,03353016,Hanstedt (Landkreis Harburg),6218,2160,354,3708
033535402024,03,03353024,Marxen,1410,537,86,789
033535402036,03,03353036,Undeloh,1060,448,42,569
033535403001,03,03353001,Appel,2069,608,130,1331
033535403008,03,03353008,Drestedt,793,255,26,506
033535403014,03,03353014,Halvesbostel,748,398,38,316
033535403019,03,03353019,Hollenstedt,3842,1368,210,2265
033535403025,03,03353025,Moisburg,2066,845,97,1124
033535403028,03,03353028,Regesbostel,1071,405,49,615
033535403039,03,03353039,Wenzendorf,1504,453,98,951
033535404003,03,03353003,Bendestorf,2327,685,151,1492
033535404017,03,03353017,Harmstorf,812,251,71,494
033535404020,03,03353020,Jesteburg,7826,2466,520,4840
033535405010,03,03353010,Eyendorf,1234,507,73,654
033535405011,03,03353011,Garlstorf,1162,404,50,707
033535405012,03,03353012,Garstedt,1407,540,66,801
033535405013,03,03353013,Gödenstorf,1030,474,44,513
033535405030,03,03353030,Salzhausen,4823,1922,267,2635
033535405034,03,03353034,Toppenstedt,2214,782,103,1329
033535405037,03,03353037,Vierhöfen,959,359,45,556
033535405042,03,03353042,Wulfsen,1725,610,74,1038
033535406006,03,03353006,Dohren (Landkreis Harburg),1200,440,46,714
033535406015,03,03353015,Handeloh,2447,757,86,1602
033535406018,03,03353018,Heidenau,2283,968,85,1233
033535406021,03,03353021,Kakenstorf,1490,453,66,971
033535406022,03,03353022,Königsmoor,603,283,23,293
033535406027,03,03353027,Otter,1680,705,36,937
033535406035,03,03353035,Tostedt,13860,4512,846,8504
033535406038,03,03353038,Welle,1210,518,32,662
033535406041,03,03353041,Wistedt,1691,681,62,946
033545403005,03,03354005,"Gartow, Flecken",1360,653,43,662
033545403007,03,03354007,Gorleben,575,303,19,256
033545403010,03,03354010,Höhbeck,606,286,40,281
033545403020,03,03354020,Prezelle,418,267,12,142
033545403021,03,03354021,"Schnackenburg, Stadt",461,284,11,166
033545406003,03,03354003,Damnatz,302,170,17,118
033545406004,03,03354004,"Dannenberg (Elbe), Stadt",7887,3859,556,3472
033545406006,03,03354006,Göhrde,596,306,22,269
033545406008,03,03354008,Gusborn,1186,704,30,452
033545406009,03,03354009,"Hitzacker (Elbe), Stadt",4493,1889,275,2327
033545406011,03,03354011,Jameln,1086,587,40,459
033545406012,03,03354012,Karwitz,738,388,35,320
033545406014,03,03354014,Langendorf,691,389,21,282
033545406019,03,03354019,Neu Darchau,1330,560,57,715
033545406027,03,03354027,Zernien,1597,837,61,699
033545407001,03,03354001,"Bergen an der Dumme, Flecken",1340,666,61,615
033545407002,03,03354002,"Clenze, Flecken",2169,1129,94,944
033545407013,03,03354013,Küsten,1328,686,64,578
033545407015,03,03354015,Lemgow,1369,757,49,565
033545407016,03,03354016,Luckau (Wendland),540,286,23,232
033545407017,03,03354017,Lübbow,842,465,18,357
033545407018,03,03354018,"Lüchow (Wendland), Stadt",9212,4688,448,4076
033545407022,03,03354022,Schnega,1225,701,36,489
033545407023,03,03354023,Trebel,946,541,35,367
033545407024,03,03354024,Waddeweitz,852,399,31,422
033545407025,03,03354025,Woltersdorf (Landkreis LüchowDannenberg),872,525,59,286
033545407026,03,03354026,"Wustrow (Wendland), Stadt",2616,1296,141,1180
033550001001,03,03355001,Adendorf,10652,4124,700,5826
033550009009,03,03355009,"Bleckede, Stadt",9195,4350,435,4414
033550022022,03,03355022,"Lüneburg, Hansestadt",72870,25949,5413,41508
033550049049,03,03355049,Amt Neuhaus,4371,1646,148,2577
033555401002,03,03355002,Amelinghausen,3729,1662,237,1826
033555401008,03,03355008,Betzendorf,1110,639,47,421
033555401027,03,03355027,Oldendorf (Luhe),936,460,34,442
033555401029,03,03355029,Rehlingen,703,346,55,301
033555401034,03,03355034,Soderstorf,1468,724,47,696
033555402004,03,03355004,"Bardowick, Flecken",6606,2696,356,3555
033555402007,03,03355007,Barum (Landkreis Lüneburg),1991,755,92,1143
033555402017,03,03355017,Handorf,2114,808,115,1196
033555402023,03,03355023,Mechtersen,659,306,26,328
033555402028,03,03355028,Radbruch,2224,810,108,1305
033555402039,03,03355039,Vögelsen,2381,1025,148,1213
033555402042,03,03355042,Wittorf,1418,631,59,732
033555403010,03,03355010,Boitze,341,165,23,150
033555403012,03,03355012,Dahlem (Landkreis Lüneburg),480,207,20,252
033555403013,03,03355013,"Dahlenburg, Flecken",3011,1515,201,1300
033555403025,03,03355025,Nahrendorf,1139,570,40,528
033555403037,03,03355037,Tosterglope,612,243,37,333
033555404020,03,03355020,Kirchgellersen,2379,1102,114,1164
033555404031,03,03355031,Reppenstedt,6877,2795,433,3649
033555404035,03,03355035,Südergellersen,1584,673,58,849
033555404041,03,03355041,Westergellersen,2022,828,113,1081
033555405006,03,03355006,Barnstedt,744,320,38,385
033555405014,03,03355014,Deutsch Evern,3628,1562,204,1862
033555405016,03,03355016,Embsen,2798,1192,183,1423
033555405024,03,03355024,Melbeck,3301,1214,202,1884
033555406005,03,03355005,Barendorf,2480,1016,146,1316
033555406026,03,03355026,Neetze,2648,1285,112,1250
033555406030,03,03355030,Reinstorf,1192,607,51,531
033555406036,03,03355036,Thomasburg,1341,519,81,742
033555406038,03,03355038,Vastorf,833,400,34,400
033555406040,03,03355040,Wendisch Evern,1715,677,111,928
033555407003,03,03355003,"Artlenburg, Flecken",1691,746,60,883
033555407011,03,03355011,Brietlingen,3366,1371,202,1794
033555407015,03,03355015,Echem,1064,525,40,500
033555407018,03,03355018,Hittbergen,947,432,39,475
033555407019,03,03355019,Hohnstorf (Elbe),2315,946,79,1291
033555407021,03,03355021,Lüdersburg,641,267,43,332
033555407032,03,03355032,Rullstorf,1832,849,86,900
033555407033,03,03355033,Scharnebeck,3221,1349,171,1700
033560002002,03,03356002,Grasberg,7664,3967,321,3375
033560005005,03,03356005,Lilienthal,19893,8072,1299,10523
033560007007,03,03356007,"OsterholzScharmbeck, Stadt",29762,12427,1737,15599
033560008008,03,03356008,Ritterhude,14712,5620,975,8118
033560009009,03,03356009,Schwanewede,19958,8875,1487,9596
033560011011,03,03356011,Worpswede,9277,4345,442,4492
033565401001,03,03356001,Axstedt,1225,611,47,569
033565401003,03,03356003,Hambergen,5536,2986,197,2354
033565401004,03,03356004,Holste,1380,670,58,649
033565401006,03,03356006,Lübberstedt,731,388,39,303
033565401010,03,03356010,Vollersode,2887,1709,140,1038
033570008008,03,03357008,"Bremervörde, Stadt",18256,9975,800,7483
033570016016,03,03357016,Gnarrenburg,9200,5908,258,3037
033570039039,03,03357039,"Rotenburg (Wümme), Stadt",22698,10754,1709,10232
033570041041,03,03357041,Scheeßel,12734,7232,728,4770
033570051051,03,03357051,"Visselhövede, Stadt",9451,5282,639,3530
033575401006,03,03357006,Bothel,2328,1333,128,864
033575401009,03,03357009,Brockel,1376,832,52,493
033575401024,03,03357024,Hemsbünde,1170,569,53,547
033575401025,03,03357025,Hemslingen,1476,885,69,521
033575401031,03,03357031,Kirchwalsede,1209,822,46,342
033575401054,03,03357054,Westerwalsede,741,498,17,223
033575402015,03,03357015,Fintel,2872,1377,119,1376
033575402023,03,03357023,Helvesiek,871,432,40,399
033575402033,03,03357033,Lauenbrück,2478,1166,110,1206
033575402046,03,03357046,Stemmen,795,492,42,261
033575402049,03,03357049,Vahlde,688,420,23,246
033575403002,03,03357002,Alfstedt,848,582,28,240
033575403004,03,03357004,Basdahl,1451,947,43,461
033575403012,03,03357012,Ebersdorf,1062,727,25,312
033575403027,03,03357027,Hipstedt,1210,711,44,458
033575403035,03,03357035,Oerel,1892,1200,46,643
033575404003,03,03357003,Anderlingen,832,605,5,222
033575404011,03,03357011,Deinstedt,645,442,10,192
033575404014,03,03357014,Farven,618,412,30,174
033575404036,03,03357036,Ostereistedt,951,667,23,261
033575404038,03,03357038,Rhade,1072,648,45,379
033575404040,03,03357040,Sandbostel,791,520,23,245
033575404042,03,03357042,Seedorf (Landkreis Rotenburg (Wümme)),727,427,39,258
033575404043,03,03357043,Selsingen,3591,2403,119,1069
033575405017,03,03357017,Groß Meckelsen,521,344,18,158
033575405019,03,03357019,Hamersen,535,341,17,180
033575405029,03,03357029,Kalbe,611,394,23,193
