ags,ags_name,election_date,eligible_voters,turnout,total_votes,cdu_csu,spd,fdp,afd,gruene,linke_pds,ad_demokraten,other
5958032,"Meschede, Stadt",2017-05-14,22710,0.666094232,15127,0.452471483,0.264158495,0.124541392,0.053565473,0.035287839,0.029484357,0.001600961,0.038890001
5958036,"Olsberg, Stadt",2017-05-14,11597,0.686643097,7963,0.489977163,0.233823903,0.117736615,0.058868308,0.033620908,0.027277341,0.000507485,0.038188277
5958040,"Schmallenberg, Stadt",2017-05-14,19529,0.707153464,13810,0.543697848,0.200702679,0.124798712,0.042965891,0.036890646,0.020494803,0.000146391,0.03030303
5958044,"Sundern (Sauerland), Stadt",2017-05-14,21269,0.669001834,14229,0.432282004,0.267375482,0.135578707,0.062722991,0.039888683,0.028400171,0.000214072,0.033537891
5958048,"Winterberg, Stadt",2017-05-14,10466,0.690139499,7223,0.4951755,0.216193539,0.131869669,0.054397986,0.026849392,0.026849392,0.000559362,0.04810516
5962004,"Altena, Stadt",2017-05-14,13379,0.630017191,8429,0.303505204,0.367388444,0.105395382,0.090321809,0.043785142,0.039119512,0.002871157,0.047613351
5962008,"Balve, Stadt",2017-05-14,9018,0.700377024,6316,0.474744246,0.22778133,0.132033248,0.068254476,0.035965473,0.02269821,0.001278772,0.037244246
5962012,"Halver, Stadt",2017-05-14,12226,0.631195812,7717,0.353018201,0.318318712,0.119156737,0.071363101,0.054602593,0.04190127,0.000392824,0.041246563
5962016,"Hemer, Stadt",2017-05-14,25894,0.59245385,15341,0.334717006,0.308559004,0.119786519,0.100415102,0.041773737,0.043289188,0.001647229,0.049812216
5962020,Herscheid,2017-05-14,5611,0.69132062,3879,0.328909706,0.329169919,0.1225605,0.098620869,0.038251366,0.036690086,0.002862347,0.042935207
5962024,"Iserlohn, Stadt",2017-05-14,68558,0.612488696,41991,0.347602987,0.304215852,0.114695254,0.099036377,0.040375813,0.046832089,0.001421344,0.045820284
5962028,"Kierspe, Stadt",2017-05-14,12117,0.571098457,6920,0.330998249,0.339462931,0.114856976,0.076328079,0.046993579,0.04392878,0.000145943,0.047285464
5962032,"Lüdenscheid, Stadt",2017-05-14,51355,0.589426541,30270,0.317474106,0.343635149,0.121015703,0.083695289,0.042532576,0.044370197,0.001737387,0.045539592
5962036,"Meinerzhagen, Stadt",2017-05-14,14736,0.595548317,8776,0.347270214,0.304768487,0.124049758,0.09122322,0.039391845,0.042732089,0.002418798,0.048145589
5962040,"Menden (Sauerland), Stadt",2017-05-14,40911,0.626555205,25633,0.388656457,0.292153458,0.126894537,0.074044837,0.045705715,0.034891064,0.001341964,0.036311967
5962044,Nachrodt-Wiblingwerde,2017-05-14,4874,0.652441526,3180,0.327624485,0.343165239,0.122105931,0.091658738,0.031398668,0.037424675,0.003171583,0.043450682
5962048,"Neuenrade, Stadt",2017-05-14,8605,0.687855898,5919,0.372869802,0.315439673,0.12542604,0.082992502,0.03459441,0.027607362,0.001022495,0.040047716
5962052,"Plettenberg, Stadt",2017-05-14,17853,0.584663642,10438,0.329757418,0.36802938,0.119551561,0.091910699,0.024354885,0.025128056,0.001932927,0.039335073
5962056,Schalksmühle,2017-05-14,8245,0.6793208,5601,0.317454611,0.345137516,0.155491641,0.064893043,0.043501708,0.030918569,0.000359518,0.042243394
5962060,"Werdohl, Stadt",2017-05-14,11552,0.577129501,6667,0.307447293,0.382981951,0.100864553,0.099499469,0.029425148,0.034278781,0.004246929,0.041255877
5966004,"Attendorn, Stadt",2017-05-14,17616,0.656675749,11568,0.443405297,0.284240888,0.120356612,0.052442968,0.031028756,0.033913119,0.000437025,0.034175334
5966008,"Drolshagen, Stadt",2017-05-14,9280,0.677801724,6290,0.563583815,0.181117534,0.132305716,0.049132948,0.028259473,0.01701991,0.00032113,0.028259473
5966012,Finnentrop,2017-05-14,12786,0.649382137,8303,0.533122645,0.221952109,0.110246749,0.052388477,0.026498116,0.017624894,0.000972408,0.037194603
5966016,Kirchhundem,2017-05-14,9263,0.686170787,6356,0.506016466,0.236383787,0.115104497,0.052406586,0.031982267,0.02279924,0.000316656,0.0349905
5966020,"Lennestadt, Stadt",2017-05-14,19595,0.660321511,12939,0.438226801,0.299461484,0.107547023,0.057831889,0.038086319,0.023803949,0.001170686,0.033871849
5966024,"Olpe, Stadt",2017-05-14,18756,0.651684794,12223,0.499546017,0.2064383,0.15592241,0.049773009,0.036978952,0.023111845,0.000577796,0.027651671
5966028,Wenden,2017-05-14,15503,0.686834806,10648,0.532737812,0.199182743,0.126579873,0.053691913,0.029839399,0.024897843,0.001615509,0.031454908
5970004,"Bad Berleburg, Stadt",2017-05-14,15235,0.682310469,10395,0.390521604,0.354904632,0.088166602,0.071915142,0.034059946,0.031237836,0.000486571,0.028707668
5970008,Burbach,2017-05-14,10852,0.61352746,6658,0.422848439,0.286062452,0.097029703,0.081340442,0.040822544,0.03488195,0.000913938,0.036100533
5970012,Erndtebrück,2017-05-14,5665,0.678552515,3844,0.38112713,0.351245085,0.10406291,0.074442988,0.035124509,0.024377457,0.000262123,0.029357798
5970016,"Freudenberg, Stadt",2017-05-14,14241,0.671862931,9568,0.346247229,0.336535416,0.117386256,0.079383511,0.052570463,0.029979943,0.000527816,0.037369366
5970020,"Hilchenbach, Stadt",2017-05-14,11750,0.657702128,7728,0.312874642,0.360568152,0.118582226,0.077404222,0.052514986,0.036095908,0.000521241,0.041438624
5970024,"Kreuztal, Stadt",2017-05-14,22685,0.64668283,14670,0.284809255,0.382316485,0.108249552,0.081118303,0.053987054,0.041316623,0.002272414,0.045930313
5970028,"Bad Laasphe, Stadt",2017-05-14,10932,0.64251738,7024,0.374261421,0.353076812,0.087620695,0.091223519,0.031416631,0.032425422,0.000576452,0.029399049
5970032,"Netphen, Stadt",2017-05-14,18438,0.695520121,12824,0.388358703,0.282435523,0.126666141,0.081946526,0.046454768,0.036201593,0.000709835,0.037226911
5970036,Neunkirchen,2017-05-14,9789,0.611502707,5986,0.347613426,0.338842975,0.110642604,0.093439029,0.033563839,0.037105751,0.00202395,0.036768426
5970040,"Siegen, Stadt",2017-05-14,76971,0.62142885,47832,0.301525588,0.322740143,0.109369057,0.084668047,0.063812703,0.064087394,0.002451084,0.051345983
5970044,Wilnsdorf,2017-05-14,16428,0.718955442,11811,0.411101623,0.270794193,0.128010248,0.08146883,0.039965841,0.033048676,8.53971E-05,0.035525192
5974004,Anröchte,2017-05-14,8172,0.667890357,5458,0.387959866,0.285581568,0.142140468,0.072277964,0.040691193,0.037346711,0,0.03400223
5974008,Bad Sassendorf,2017-05-14,9605,0.690994274,6637,0.343754766,0.328656398,0.145645875,0.070916578,0.04209242,0.034009456,0.000610035,0.034314473
5974012,Ense,2017-05-14,9741,0.706600965,6883,0.419065805,0.293478261,0.117068155,0.061692127,0.043918919,0.030992949,0.00073443,0.033049354
5974016,"Erwitte, Stadt",2017-05-14,12600,0.692777778,8729,0.370147178,0.287171167,0.173484761,0.066751651,0.034650597,0.035461815,0.000579441,0.03175339
5974020,"Geseke, Stadt",2017-05-14,15767,0.617238536,9732,0.377906977,0.311461794,0.115448505,0.076723422,0.045265781,0.037479236,0.001142027,0.034572259
5974024,Lippetal,2017-05-14,9452,0.71159543,6726,0.455022489,0.275412294,0.114542729,0.051274363,0.044677661,0.028935532,0.000149925,0.029985007
5974028,"Lippstadt, Stadt",2017-05-14,50766,0.612713233,31105,0.333344175,0.322643596,0.123170494,0.074676381,0.059032069,0.050998504,0.000520393,0.035614389
5974032,Möhnesee,2017-05-14,9030,0.712181617,6431,0.387376043,0.287265859,0.141193137,0.064064222,0.052258775,0.036832992,0.000157406,0.030851566
5974036,"Rüthen, Stadt",2017-05-14,8294,0.720159151,5973,0.422492401,0.284194529,0.124282337,0.065349544,0.035798717,0.032083755,0.000168862,0.035629855
5974040,"Soest, Stadt",2017-05-14,37038,0.642259301,23788,0.301073444,0.334082906,0.135007849,0.070686071,0.06580678,0.052866053,0.001060715,0.039416182
5974044,"Warstein, Stadt",2017-05-14,20570,0.653670394,13446,0.374135338,0.352857143,0.106015038,0.051503759,0.047368421,0.037819549,0.000300752,0.03
5974048,Welver,2017-05-14,9944,0.723652454,7196,0.327751196,0.349423023,0.118491416,0.081198987,0.048128342,0.036448072,0.000140726,0.038418238
5974052,"Werl, Stadt",2017-05-14,22583,0.619625382,13993,0.375586854,0.295774648,0.117732033,0.078223185,0.052076562,0.040808956,0.001083424,0.038714337
5974056,Wickede (Ruhr),2017-05-14,8765,0.650770108,5704,0.362927521,0.340776183,0.10579479,0.067694489,0.045011519,0.038809144,0.000708843,0.038277512
5978004,"Bergkamen, Stadt",2017-05-14,36311,0.615075322,22334,0.21655878,0.463627722,0.078765108,0.096328822,0.043592413,0.042551265,0.002716038,0.055859852
5978008,Bönen,2017-05-14,13531,0.651393097,8814,0.234625975,0.434373566,0.099586966,0.084212942,0.052661771,0.038090867,0.001835704,0.054612207
5978012,"Fröndenberg / Ruhr, Stadt",2017-05-14,16710,0.690843806,11544,0.31476469,0.346546756,0.125469309,0.069152187,0.056841002,0.038505195,0.000698507,0.048022352
5978016,Holzwickede,2017-05-14,13626,0.708938793,9660,0.277197745,0.358321153,0.141574441,0.07235331,0.059406974,0.04207559,0.000417624,0.048653163
5978020,"Kamen, Stadt",2017-05-14,34221,0.674118231,23069,0.247671928,0.430551305,0.088182573,0.075809907,0.056791851,0.046211691,0.00126787,0.053512875
5978024,"Lünen, Stadt",2017-05-14,63777,0.604685075,38565,0.249632507,0.406971861,0.090954431,0.09801554,0.043941621,0.047249055,0.003806174,0.059428811
5978028,"Schwerte, Stadt",2017-05-14,36696,0.693863091,25462,0.282720646,0.364363809,0.115829504,0.076968785,0.063262557,0.047219141,0.001307241,0.048328316
5978032,"Selm, Stadt",2017-05-14,20950,0.633556086,13273,0.328762949,0.345292505,0.101843388,0.089884217,0.044637416,0.038162706,0.000533211,0.050883608
5978036,"Unna, Stadt",2017-05-14,47155,0.657915385,31024,0.273319437,0.375065138,0.114512767,0.068264721,0.072010162,0.049309536,0.00068395,0.046834289
5978040,"Werne, Stadt",2017-05-14,24051,0.680304353,16362,0.365097943,0.322656154,0.114204755,0.065418258,0.050572872,0.038437846,0.000431194,0.043180978
