ags,GEN,total_22,german_born,turkish_born,italian_born
146280220220,Kreischa,4569,0.951192821,0.000656599,0.000656599
146280260260,"Neustadt in Sachsen, Stadt",11848,0.947164078,0.000506415,0.000253207
146280300300,"Rabenau, Stadt",4295,0.965774156,0.000931315,0
146280360360,"Sebnitz, Stadt",9412,0.922120697,0.000743731,0
146280380380,"Stolpen, Stadt",5472,0.971673977,0.000548246,0.000548246
146280410410,"Wilsdruff, Stadt",14519,0.970245885,0.000895378,0
146285201010,"Altenberg, Stadt",7579,0.932181027,0,0.000791661
146285201170,Hermsdorf/Erzgeb.,748,0.973262032,0,0
146285202020,"Bad Gottleuba0Berggießhübel, Stadt",5427,0.963700018,0,0
146285202040,Bahretal,2131,0.960581886,0,0
146285202230,"Liebstadt, Stadt",1233,0.97729116,0,0
146285204030,"Bad Schandau, Stadt",3419,0.930389003,0,0
146285204320,Rathmannsdorf,904,0.940265487,0,0
146285204330,Reinhardtsdorf0Schöna,1302,0.965437788,0,0
146285209080,"Dohna, Stadt",6005,0.961532057,0.002997502,0.001332223
146285209250,Müglitztal,1848,0.95995671,0,0
146285219140,Gohrisch,1777,0.967923467,0,0
146285219210,"Königstein/Sächs. Schw., Stadt",2089,0.914313068,0,0.001436094
146285219310,"Rathen, Kurort",339,0.932153392,0,0
146285219340,Rosenthal0Bielatal,1576,0.97715736,0,0
146285219390,Struppen,2434,0.966721446,0,0
146285221240,Lohmen (LK Sächsische Schweiz0Osterzgebirge),3077,0.956776081,0,0
146285221370,"Stadt Wehlen, Stadt",1547,0.968325792,0,0
146285229070,Dohma,2010,0.973134328,0,0
146285229270,"Pirna, Stadt",39411,0.921950724,0.001091066,0.000532846
146285230150,Hartmannsdorf0Reichenau,1044,0.983716475,0,0
146285230205,Klingenberg,6651,0.951736581,0.003307773,0.00045106
146285240090,Dorfhain,1085,0.967741935,0,0
146285240400,"Tharandt, Stadt",5160,0.955232558,0,0.000581395
147130000000,"Leipzig, Stadt",598899,0.86090643,0.002893643,0.002397733
147290030030,Bennewitz,5150,0.959805825,0.000582524,0.000582524
147290040040,"Böhlen, Stadt",6731,0.936562175,0.000445699,0.001485663
147290050050,"Borna, Stadt",18998,0.912622381,0.001631751,0.00073692
147290060060,Borsdorf,8243,0.952565813,0.000606575,0.000363945
147290070070,"Brandis, Stadt",9785,0.936433316,0.003065917,0.000306592
147290080080,"Colditz, Stadt",8278,0.956752839,0.001328823,0
147290140140,"Frohburg, Stadt",12371,0.972758872,0.000242503,0.000242503
147290150150,"Geithain, Stadt",6938,0.947967714,0.000432401,0
147290160160,"Grimma, Stadt",27639,0.93849271,0.001736676,0.000108542
147290170170,"Groitzsch, Stadt",7495,0.955303536,0,0.000400267
147290190190,Großpösna,5551,0.964691047,0,0
147290220220,"Kitzscher, Stadt",4927,0.947838441,0.00060889,0.00060889
147290245245,Lossatal,6103,0.96247747,0,0.001146977
147290250250,Machern,6638,0.962639349,0.000451943,0.000451943
147290260260,"Markkleeberg, Stadt",25581,0.929791642,0.000742739,0.000977288
147290270270,"Markranstädt, Stadt",16182,0.942899518,0.000556174,0.000494376
147290320320,Neukieritzsch,6995,0.944960686,0.000857756,0
147290360360,"Regis0Breitingen, Stadt",3825,0.956601307,0.000784314,0.000784314
147290370370,"Rötha, Stadt",6551,0.903068234,0.001831781,0.000763242
147290380380,Thallwitz,3536,0.972002262,0,0
147290400400,"Trebsen/Mulde, Stadt",3753,0.968292033,0.000799361,0.000799361
147290410410,"Wurzen, Stadt",15902,0.91013709,0.001006163,0.000880392
147290430430,"Zwenkau, Stadt",9072,0.96186067,0.000330688,0.000330688
147295301010,"Bad Lausick, Stadt",8040,0.957338308,0.000746269,0
147295301330,Otterwisch,1356,0.969764012,0,0.002212389
147295307020,Belgershain,3452,0.965237543,0,0
147295307300,"Naunhof, Stadt",8763,0.96245578,0.000342349,0.000342349
147295307340,Parthenstein,3541,0.972606608,0,0
147295308100,Elstertrebnitz,1277,0.964761159,0,0
147295308350,"Pegau, Stadt",6517,0.946140862,0.001227559,0.001074114
147300020020,"Bad Düben, Stadt",7840,0.91505102,0.001147959,0
147300045045,"Belgern0Schildau, Stadt",7558,0.959116168,0.00039693,0
147300050050,Cavertitz,2173,0.948918546,0,0
147300060060,"Dahlen, Stadt",4162,0.960595867,0,0
147300070070,"Delitzsch, Stadt",25816,0.91819027,0.003137589,0.000387357
147300080080,Doberschütz,4015,0.973599004,0,0
147300110110,"Eilenburg, Stadt",16155,0.920519963,0.002104612,0.000866605
147300160160,Laußig,3586,0.953151143,0.000836587,0
147300170170,Liebschützberg,2917,0.968117929,0,0
147300180180,Löbnitz (Landkreis Nordsachsen),2110,0.964454976,0,0
147300190190,Mockrehna,4963,0.926254282,0,0
147300200200,"Mügeln, Stadt",5638,0.957076978,0,0
147300210210,Naundorf,2190,0.978082192,0,0
147300230230,"Oschatz, Stadt",14050,0.93658363,0.001281139,0.000213523
147300250250,Rackwitz,5427,0.922609176,0.000552792,0
147300270270,"Schkeuditz, Stadt",19003,0.873967268,0.001999684,0.000841972
147300300300,"Taucha, Stadt",15978,0.933596195,0.001627237,0.001376893
147300330330,Wermsdorf,5169,0.960920874,0,0
147300340340,Wiedemar,5502,0.940203562,0.000545256,0
147305302010,Arzberg,1849,0.944294213,0,0
147305302030,Beilrode,4247,0.94937603,0,0
147305303090,"Dommitzsch, Stadt",2317,0.945619335,0,0
147305303120,Elsnig,1396,0.957020057,0,0
147305303320,Trossin,1256,0.936305732,0,0
147305306150,Krostitz,4122,0.960456089,0,0
147305306280,Schönwölkau,2607,0.957038742,0.001534331,0.001150748
147305311100,Dreiheide,2092,0.967017208,0,0
147305311310,"Torgau, Stadt",20096,0.860917596,0.001044984,0.000597134
147305601140,Jesewitz,3054,0.966928618,0,0
147305601360,Zschepplin,2802,0.959671663,0.001427552,0.001070664
150010000000,"Dessau0Roßlau, Stadt",75938,0.908425294,0.001751429,0.000553083
150020000000,"Halle (Saale), Stadt",226586,0.870150848,0.003596868,0.001200427
150030000000,"Magdeburg, Landeshauptstadt",241517,0.871197473,0.002769991,0.000931611
150810030030,"Arendsee (Altmark), Stadt",6486,0.947887758,0.000925069,0.000462535
150810135135,"Gardelegen, Hansestadt",22076,0.94509875,0.00117775,0.000135894
150810240240,"Kalbe (Milde), Stadt",7209,0.965043695,0.000693577,0.000693577
150810280280,"Klötze, Stadt",9790,0.961797753,0.000306435,0
150810455455,"Salzwedel, Hansestadt",22915,0.89618154,0.002400175,0.000610954
150815051026,"Apenburg0Winterfeld, Flecken",1684,0.961995249,0,0
150815051045,Beetzendorf,3017,0.961219755,0,0.001657275
150815051095,Dähre,1375,0.949090909,0,0.002181818
150815051105,"Diesdorf, Flecken",2165,0.948729792,0,0
150815051225,Jübar,1543,0.960466623,0,0
150815051290,Kuhfelde,1046,0.939770554,0,0
150815051440,Rohrberg (Landkreis Altmarkkreis Salzwedel),1012,0.966403162,0,0
150815051545,Wallstawe,841,0.958382878,0,0
150820005005,"Aken (Elbe), Stadt",7339,0.955307263,0.001362583,0
150820015015,"Bitterfeld0Wolfen, Stadt",36552,0.897625301,0.002626395,8.20749E-05
150820180180,"Köthen (Anhalt), Stadt",24166,0.893569478,0.002317305,0.000537946
150820241241,Muldestausee,11625,0.964129032,0.000430108,0
150820256256,Osternienburger Land,8121,0.972294052,0,0
150820301301,"Raguhn0Jeßnitz, Stadt",8818,0.963710592,0,0
150820340340,"Sandersdorf0Brehna, Stadt",14129,0.941184797,0.000283106,0
150820377377,"Südliches Anhalt, Stadt",13067,0.95890411,0.001377516,0
150820430430,"Zerbst/Anhalt, Stadt",21173,0.905776224,0.000802909,0.0004723
150820440440,"Zörbig, Stadt",9069,0.944756864,0.000330797,0
150830040040,Barleben,9124,0.95933801,0.001315213,0
150830270270,"Haldensleben, Stadt",19169,0.898168919,0.001199854,0.000730346
150830298298,Hohe Börde,18798,0.96249601,0.001223534,0.000478774
150830390390,Niedere Börde,6910,0.959479016,0,0
150830411411,"Oebisfelde0Weferlingen, Stadt",13070,0.934889059,0.002448355,0.001300689
150830415415,"Oschersleben (Bode), Stadt",18307,0.916206915,0.001365598,0.000436991
150830490490,Sülzetal,8658,0.964887965,0.000577501,0.0003465
150830531531,"Wanzleben0Börde, Stadt",13978,0.957790814,0.001573902,0
150830565565,"Wolmirstedt, Stadt",12088,0.913302449,0.004053607,0.000413633
150835051030,Angern,1961,0.964303927,0,0
150835051120,Burgstall,1477,0.958700068,0,0
150835051130,Colbitz,3322,0.956351595,0,0
150835051361,Loitsche0Heinrichsberg,935,0.95828877,0,0
150835051440,Rogätz,2177,0.974735875,0,0
150835051557,Westheide,1657,0.969221485,0,0
150835051580,Zielitz,1875,0.957333333,0.0016,0.0016
150835052020,Altenhausen,1022,0.974559687,0,0
150835052060,Beendorf,791,0.95954488,0,0
150835052115,Bülstringen,858,0.958041958,0,0
150835052125,Calvörde,3241,0.955260722,0,0
150835052205,Erxleben,2724,0.962922173,0,0
150835052230,Flechtingen,2719,0.947774917,0,0
150835052323,Ingersleben,1304,0.957822086,0,0
150835053190,Eilsleben,3626,0.963872035,0,0
150835053275,Harbke,1710,0.798830409,0.009356725,0.001754386
150835053320,Hötensleben,3485,0.952367288,0,0
150835053485,Sommersdorf (Landkreis Börde),1327,0.975131876,0,0
150835053505,Ummendorf (Landkreis Börde),926,0.982721382,0,0
150835053515,Völpke,1159,0.962036238,0,0
150835053535,Wefensleben,1604,0.955735661,0,0
150835054025,Am Großen Bruch,2064,0.958817829,0,0
150835054035,Ausleben,1581,0.973434535,0,0
150835054245,"Gröningen, Stadt",3386,0.968399291,0,0
150835054355,"Kroppenstedt, Stadt",1378,0.942670537,0,0
150840130130,Elsteraue,7917,0.971706454,0,0.000378931
150840235235,"Hohenmölsen, Stadt",9320,0.943562232,0.000321888,0.000321888
150840315315,"Lützen, Stadt",8246,0.967863206,0,0
150840355355,"Naumburg (Saale), Stadt",31864,0.922326136,0.000533517,0.000470751
150840490490,"Teuchern, Stadt",7889,0.968310305,0,0
150840550550,"Weißenfels, Stadt",38228,0.853458198,0.002197342,0.000706289
150840590590,"Zeitz, Stadt",27633,0.901928853,0.000542829,0.000651395
150845051012,An der Poststraße,1566,0.946360153,0,0
150845051015,"Bad Bibra, Stadt",2645,0.963705104,0,0.001134216
150845051125,"Eckartsberga, Stadt",2261,0.960194604,0,0
150845051132,Finne,1192,0.975671141,0,0
150845051133,Finneland,1013,0.972359329,0,0
150845051246,Kaiserpfalz,1701,0.871252205,0,0
150845051282,Lanitz0Hassel0Tal,1047,0.979942693,0,0
150845052115,Droyßig,1926,0.957424714,0.001557632,0
150845052207,Gutenborn,1715,0.961516035,0,0
150845052275,Kretzschau,2350,0.953191489,0,0.001276596
150845052442,Schnaudertal,896,0.977678571,0,0
150845052565,Wetterzeube,1720,0.960465116,0,0.001744186
150845053025,Balgstädt,1060,0.962264151,0,0
150845053135,"Freyburg (Unstrut), Stadt",4438,0.953357368,0,0
150845053150,Gleina,1155,0.971428571,0,0
150845053170,Goseck,1029,0.971817298,0,0
150845053250,Karsdorf,1446,0.915629322,0,0
150845053285,"Laucha an der Unstrut, Stadt",2730,0.964468864,0,0
150845053360,"Nebra (Unstrut), Stadt",2963,0.925075937,0,0
150845054013,Meineweh,1008,0.941468254,0,0
150845054335,Mertendorf (Landkreis Burgenlandkreis),1589,0.974826935,0,0
150845054341,Molauer Land,1006,0.971172962,0,0
150845054375,"Osterfeld, Stadt",2375,0.933894737,0,0
150845054445,Schönburg,1069,0.936389149,0,0
150845054470,"Stößen, Stadt",888,0.963963964,0,0
150845054560,Wethau,861,0.947735192,0,0
150850040040,"Ballenstedt, Stadt",8611,0.960980142,0.000348392,0.000348392
150850055055,"Blankenburg (Harz), Stadt",19565,0.94612829,0.00092001,0.000153335
150850110110,"Falkenstein/Harz, Stadt",5061,0.958703813,0,0.001778305
150850135135,"Halberstadt, Stadt",36676,0.916103174,0.005207765,0.000790708
150850145145,"Harzgerode, Stadt",7475,0.955585284,0,0
150850185185,Huy,6759,0.960793017,0,0.000443853
150850190190,"Ilsenburg (Harz), Stadt",9558,0.960975099,0.001987864,0.000313873
150850227227,Nordharz,7743,0.975461707,0.00116234,0
150850228228,"Oberharz am Brocken, Stadt",10031,0.962715582,0,0
150850230230,"Osterwieck, Stadt",11294,0.963963166,0.000619798,0
150850235235,"Quedlinburg, Welterbestadt",23309,0.942211163,0.001287057,0.000214509
150850330330,"Thale, Stadt",17165,0.955665599,0.001456452,0.000174774
150850370370,"Wernigerode, Stadt",32477,0.927210026,0.001170059,0.000831358
150855051090,Ditfurt,1457,0.957446809,0,0
150855051125,Groß Quenstedt,855,0.988304094,0,0
150855051140,Harsleben / Harschlewe,2120,0.973584906,0,0.001415094
150855051160,Hedersleben,1298,0.963020031,0,0
150855051285,"Schwanebeck, Stadt",2357,0.971574035,0.001272804,0
150855051287,Selke0Aue,1334,0.964017991,0,0
150855051365,"Wegeleben, Stadt",2472,0.961165049,0,0
150860005005,Biederitz,8488,0.95263902,0,0.00106032
150860015015,"Burg, Stadt",22109,0.9174092,0.001266453,0.000904609
150860035035,Elbe0Parey,6420,0.969470405,0.00046729,0.00046729
150860040040,"Genthin, Stadt",13624,0.912066941,0.001174398,0.0002936
150860055055,"Gommern, Stadt",10228,0.949550254,0.000293312,0.000293312
150860080080,"Jerichow, Stadt",6677,0.966302232,0.000748839,0
150860140140,"Möckern, Stadt",12743,0.91477674,0.000941693,0
150860145145,Möser,8421,0.968887306,0,0.000356252
150870015015,"Allstedt, Stadt",7643,0.965589428,0,0
150870031031,"Arnstein, Stadt",6294,0.964569431,0,0.000476644
150870130130,"Eisleben, Lutherstadt",22630,0.912991604,0.001281485,0.00101635
150870165165,"Gerbstedt, Stadt",6829,0.963537853,0.000439303,0
150870220220,"Hettstedt, Stadt",13111,0.903821219,0.002593242,0.000533903
150870275275,"Mansfeld, Stadt",8369,0.95770104,0.000358466,0.000358466
150870370370,"Sangerhausen, Stadt",25819,0.926604439,0.000968279,0.000271118
150870386386,Seegebiet Mansfelder Land,8568,0.966619981,0.000466853,0.00070028
150870412412,Südharz,9037,0.960717052,0,0.000331969
150875051055,Berga,1654,0.961305925,0,0
150875051101,Brücken0Hackpfüffel,967,0.988624612,0,0.003102378
150875051125,Edersleben,958,0.980167015,0,0
150875051250,"Kelbra (Kyffhäuser), Stadt",3294,0.96660595,0,0.00273224
150875051440,Wallhausen (Landkreis Mansfeld0Südharz),2412,0.973466003,0,0
150875052010,Ahlsdorf,1548,0.971576227,0,0
150875052045,Benndorf,1953,0.940092166,0,0
150875052070,Blankenheim (Landkreis Mansfeld0Südharz),1136,0.974471831,0,0
150875052075,Bornstedt,792,0.953282828,0,0.003787879
150875052205,Helbra,3750,0.952,0,0.0008
150875052210,Hergisdorf,1482,0.973009447,0,0
150875052260,Klostermansfeld,2179,0.951812758,0,0
150875052470,Wimmelburg,1089,0.965105601,0,0
150880020020,"Bad Dürrenberg, Solestadt",11305,0.912870411,0.001503759,0.000707651
150880025025,"Bad Lauchstädt, Goethestadt",8772,0.970246238,0.000797994,0
150880065065,"Braunsbedra, Stadt",10390,0.937439846,0.001828681,0.000288739
150880150150,Kabelsketal,8815,0.950538854,0.000680658,0.000340329
150880195195,"Landsberg, Stadt",14724,0.956465634,0.000475414,0.000475414
150880205205,"Leuna, Stadt",13898,0.958699093,0,0.000719528
150880216216,"Wettin0Löbejün, Stadt",9726,0.965144972,0.000308452,0
150880220220,"Merseburg, Stadt",33302,0.861810101,0.003873641,0.001201129
150880235235,"Mücheln (Geiseltal), Stadt",8294,0.964552689,0.000843984,0.000361707
150880295295,Petersberg (Landkreis Saalekreis),9417,0.973027503,0.000318573,0
150880305305,"Querfurt, Stadt",10118,0.960762997,0,0
150880319319,Salzatal,11472,0.969229428,0.000523013,0.000348675
150880330330,Schkopau,10943,0.967467788,0,0.000274148
150880365365,Teutschenthal,13109,0.965138454,0.000533984,0.000457701
150885051030,Barnstädt,947,0.963041183,0,0
150885051100,Farnstädt,1445,0.960553633,0,0.002768166
150885051250,Nemsdorf0Göhrendorf,801,0.972534332,0,0
150885051265,Obhausen,2181,0.968821641,0,0
150885051340,"Schraplau, Stadt",1061,0.969839774,0,0
150885051355,Steigra,1068,0.974719101,0,0
150890015015,"Aschersleben, Stadt",26021,0.920717882,0.002075247,0.000153722
150890026026,"Barby, Stadt",8022,0.960857641,0.000498629,0
150890030030,"Bernburg (Saale), Stadt",31553,0.89195956,0.001204323,0.000760625
150890042042,Bördeland,7544,0.968584305,0,0
150890055055,"Calbe (Saale), Stadt",8372,0.938246536,0.00083612,0.000358337
150890175175,"Hecklingen, Stadt",6691,0.966522194,0.000597818,0
150890195195,"Könnern, Stadt",7990,0.95844806,0,0
150890235235,"Nienburg (Saale), Stadt",5842,0.952584731,0.00119822,0
150890305305,"Schönebeck (Elbe), Stadt",30429,0.918531664,0.001051628,0.000328634
150890307307,"Seeland, Stadt",7734,0.950737005,0,0
150890310310,"Staßfurt, Stadt",23818,0.947098833,0.001133596,0.000209925
150895051041,Bördeaue,1795,0.967130919,0,0
150895051043,Börde0Hakel,2940,0.967346939,0.001020408,0.001020408
150895051045,Borne,1168,0.980308219,0,0
150895051075,"Egeln, Stadt",3134,0.952456924,0,0
150895051365,Wolmirsleben,1378,0.968069666,0.002177068,0
150895052005,"Alsleben (Saale), Stadt",2670,0.908988764,0,0
150895052130,Giersleben,940,0.971276596,0,0
150895052165,"Güsten, Stadt",3967,0.947819511,0.001260398,0
150895052185,Ilberstedt,962,0.974012474,0,0
150895052245,Plötzkau,1229,0.97640358,0,0
150900070070,"Bismark (Altmark), Stadt",7854,0.964731347,0.000381971,0.000381971
150900225225,"Havelberg, Hansestadt",6182,0.952442575,0.00145584,0
150900415415,"Osterburg (Altmark), Hansestadt",9435,0.956650768,0.000529942,0
150900535535,"Stendal, Hansestadt",37406,0.894188098,0.001363418,0.000748543
150900546546,"Tangerhütte, Stadt",10336,0.955301858,0.000290248,0.000290248
150900550550,"Tangermünde, Stadt",10255,0.9650902,0.00029254,0
150905051010,"Arneburg, Stadt",1437,0.954070981,0,0
150905051135,Eichstedt (Altmark),837,0.95818399,0,0
150905051180,Goldbeck,1394,0.953371593,0,0
150905051220,Hassel,899,0.944382647,0,0.003337041
150905051245,Hohenberg0Krusemark,1175,0.958297872,0,0
150905051270,Iden,743,0.931359354,0,0
150905051435,Rochau,982,0.967413442,0,0
150905051610,"Werben (Elbe), Hansestadt",952,0.946428571,0,0
150905052285,Kamern,1208,0.965231788,0,0
150905052310,Klietz,1441,0.969465649,0,0
150905052445,"Sandau (Elbe), Stadt",806,0.970223325,0,0
150905052485,Schollene,1097,0.971741112,0,0
150905052500,Schönhausen (Elbe),2142,0.968720822,0.00140056,0
150905052631,Wust0Fischbeck,1209,0.961124897,0,0
150905053003,Aland,1313,0.962680883,0,0
150905053007,Altmärkische Höhe,1773,0.974619289,0,0.001692047
150905053008,Altmärkische Wische,828,0.962560386,0,0
150905053520,"Seehausen (Altmark), Hansestadt",4707,0.953048651,0.001487147,0
150905053635,Zehrental,839,0.971394517,0,0
150910010010,"Annaburg, Stadt",6521,0.944640393,0.001073455,0.000920104
150910020020,"Bad Schmiedeberg, Stadt",8058,0.952469595,0,0.000372301
150910060060,"Coswig (Anhalt), Stadt",11319,0.929764113,0.000706776,0.000441735
150910110110,"Gräfenhainichen, Stadt",11359,0.941192006,0.001320539,0.000616251
150910145145,"Jessen (Elster), Stadt",13910,0.919338605,0.000934579,0.000215672
150910160160,"Kemberg, Stadt",9514,0.965419382,0.000315325,0
150910241241,"Oranienbaum0Wörlitz, Stadt",8063,0.934763736,0.00111621,0
150910375375,"Wittenberg, Lutherstadt",45010,0.921484115,0.00073317,0.000644301
150910391391,"Zahna0Elster, Stadt",9195,0.957694399,0.000326264,0
160510000000,"Erfurt, Stadt",218200,0.87563703,0.004193401,0.001351971
160520000000,"Gera, Stadt",93120,0.886705326,0.001986684,0.000708763
160530000000,"Jena, Stadt",110369,0.862986889,0.002410097,0.002546005
160540000000,"Suhl, Stadt",35410,0.891894945,0.00183564,0.000508331
160550000000,"Weimar, Stadt",65494,0.87524048,0.005557761,0.001649006
160610045045,"Heilbad Heiligenstadt, Stadt",16586,0.867840347,0.000783794,0.00066321
160610074074,Niederorschel,5417,0.961971571,0,0
160610115115,"Leinefelde0Worbis, Stadt",20066,0.917970697,0.001943586,0.000299013
160610116116,Am Ohmberg,3562,0.953116227,0.000842223,0.000842223
160610117117,Sonnenstein,4343,0.981349298,0,0
160610118118,"Dingelstädt, Stadt",6853,0.962790019,0.000729607,0.000729607
160615001003,Berlingerode,1199,0.984153461,0,0
160615001015,Brehme,1085,0.988018433,0,0
160615001026,Ecklingerode,686,0.982507289,0,0
160615001031,Ferna,544,0.974264706,0,0
160615001094,Tastungen,248,0.975806452,0,0
160615001103,Wehnde,369,0.970189702,0,0
160615001114,Teistungen,2464,0.964691558,0.001217532,0
160615006017,Breitenworbis,3156,0.983840304,0.00095057,0
160615006019,Buhla,469,0.963752665,0,0
160615006037,Gernrode,1465,0.988395904,0,0
160615006044,Haynrode,704,0.936079545,0,0
160615006058,Kirchworbis,1305,0.973180077,0,0
160615008001,Arenshausen,995,0.943718593,0,0.003015075
160615008014,Bornhagen,238,0.983193277,0,0
160615008021,Burgwalde,217,0.986175115,0,0
160615008032,Freienhagen,290,0.972413793,0,0
160615008033,Fretterode,178,0.938202247,0,0
160615008036,Gerbershausen,582,0.963917526,0,0
160615008048,Hohengandern,574,0.966898955,0,0
160615008057,Kirchgandern,593,0.94772344,0,0.005059022
160615008066,Lindewerra,257,0.961089494,0,0
160615008069,Marth,328,0.993902439,0,0
160615008078,Rohrberg (Landkreis Eichsfeld),225,1,0,0
160615008082,Rustenfelde,509,0.974459725,0,0
160615008083,Schachtebich,234,0.991452991,0,0
160615008102,Wahlhausen,294,0.959183673,0,0
160615009012,Bodenrode0Westhausen,1080,0.969444444,0,0
160615009034,Geisleden,973,0.969167523,0,0
160615009039,Glasehausen,148,0.993243243,0,0
160615009047,Heuthen,722,0.972299169,0,0
160615009049,Hohes Kreuz,1266,0.975513428,0,0
160615009076,Reinholterode,776,0.989690722,0,0.005154639
160615009089,Steinbach (Landkreis Eichsfeld),527,0.975332068,0,0
160615009107,Wingerode,1154,0.979202773,0,0
160615012002,Asbach0Sickenberg,101,1,0,0
160615012007,Birkenfelde,532,0.966165414,0,0
160615012024,Dietzenrode/Vatterode,128,1.015625,0,0
160615012028,Eichstruth,87,0.965517241,0,0
160615012065,Lenterode,317,0.971608833,0,0
160615012067,Lutter,713,0.964936886,0,0
160615012068,Mackenrode,314,0.977707006,0,0
160615012077,Röhrig,224,1,0,0
160615012084,Schönhagen,148,0.972972973,0,0
160615012091,Steinheuterode,301,0.953488372,0,0
160615012096,Thalwenden,348,0.965517241,0,0
160615012097,Uder,2707,0.942371629,0,0
160615012111,Wüstheuterode,572,0.984265734,0,0
160615013018,Büttstedt,872,0.987385321,0,0
160615013027,Effelder,1201,0.985845129,0,0
160615013041,Großbartloff,913,0.976998905,0,0
160615013063,Küllstedt,1284,0.966510903,0,0
160615013101,Wachstedt,444,0.975225225,0,0
160615014023,Dieterode,81,0.938271605,0,0
160615014035,Geismar,1053,0.945868946,0,0.002849003
160615014056,Kella,469,0.982942431,0,0
160615014062,Krombach (Landkreis Eichsfeld),186,0.935483871,0,0
160615014075,Pfaffschwende,307,0.931596091,0,0
160615014085,Schwobfeld,101,0.98019802,0,0.02970297
160615014086,Sickerode,145,0.986206897,0,0
160615014098,Volkerode,239,0.945606695,0.012552301,0
160615014105,Wiesenfeld,231,0.978354978,0,0
160615014113,Schimberg,2162,0.963459759,0,0.001387604
160620005005,"Ellrich, Stadt",5233,0.946302312,0.00076438,0
160620041041,"Nordhausen, Stadt",40732,0.89386723,0.002062261,0.000515565
160620049049,Sollstedt,2898,0.912353347,0.001035197,0
160620062062,Hohenstein (Landkreis Nordhausen),2026,0.964955577,0,0
160620063063,Werther,3002,0.972018654,0,0
160620065065,Harztor,7449,0.94724124,0.000671231,0.000402739
160625053008,Görsbach,1018,0.966601179,0,0
160625053054,Urbach (Landkreis Nordhausen),894,0.976510067,0,0
160625053064,"Heringen/Helme, Stadt",4668,0.957583548,0.001071123,0.000856898
160625054009,Großlohra,853,0.970691676,0,0
160625054024,Kehmstedt,459,0.995642702,0,0
160625054026,Kleinfurra,987,0.964539007,0,0
160625054033,Lipprechterode,513,0.959064327,0,0
160625054037,Niedergebra,630,0.961904762,0,0
160625054066,"Bleicherode, Stadt",10053,0.953745151,0.000895255,0.000298418
160630004004,Barchfeld0Immelborn,4350,0.965287356,0.001609195,0
160630076076,"Treffurt, Stadt",5935,0.975737152,0,0.001010952
160630078078,Unterbreizbach,3322,0.963576159,0,0.00090307
160630082082,"Vacha, Stadt",5045,0.942120912,0.000792864,0
160630092092,Wutha0Farnroda,6341,0.88724176,0.002365557,0.000946223
160630097097,Gerstungen,9125,0.93939726,0.000986301,0.000328767
160630098098,Hörselberg0Hainich,6077,0.969063683,0,0
160630099099,"Bad Liebenstein, Stadt",7768,0.924176107,0.001416066,0.001029866
160630101101,Krayenberggemeinde,4890,0.921881391,0.001226994,0.000613497
160630103103,"Werra0Suhl0Tal, Stadt",6171,0.959325879,0.000486145,0.000486145
160630105105,"Eisenach, Stadt",39931,0.875134607,0.001928326,0.002854925
160635006006,Berka v. d. Hainich,740,0.977027027,0,0
160635006008,Bischofroda,642,0.973520249,0,0
160635006028,Frankenroda,317,0.971608833,0,0
160635006037,Hallungen,180,0.988888889,0,0
160635006046,Krauthausen,1557,0.953757225,0,0
160635006049,Lauterbach (Landkreis Wartburgkreis),658,0.969604863,0,0
160635006058,Nazza,538,0.979553903,0,0
160635006104,"Amt Creuzburg, Stadt",4686,0.966069142,0.001067008,0
160635051003,"Bad Salzungen, Stadt",22806,0.891432079,0.002718583,0.000789266
160635051051,Leimbach (Landkreis Wartburgkreis),1792,0.938058036,0,0.005022321
160635056011,Buttlar,1155,0.981818182,0,0
160635056032,"Geisa, Stadt",4757,0.95585453,0.00063065,0.002522598
160635056033,Gerstengrund,66,0.939393939,0,0
160635056068,Schleid (Landkreis Wartburgkreis),1019,0.985279686,0,0
160635057066,"Ruhla, Stadt",5258,0.956257132,0,0
160635057071,Seebach (Landkreis Wartburgkreis),1786,0.930011198,0,0
160635059015,Dermbach,7074,0.965083404,0.000565451,0
160635059023,Empfertshausen,532,0.953007519,0,0.005639098
160635059062,Oechsen,602,0.958471761,0,0
160635059084,Weilar,815,0.959509202,0,0
160635059086,Wiesenthal,739,0.971583221,0,0
160640003003,"Bad Langensalza, Stadt",16717,0.936412036,0.00089729,0.000717832
160640014014,Dünwald,2257,0.969428445,0,0
160640046046,"Mühlhausen/Thüringen, Stadt",35337,0.903726972,0.001443246,0.000565979
160640071071,Unstruttal,2978,0.971457354,0,0
160640072072,Menteroda,1904,0.962710084,0,0
160640073073,Anrode,3147,0.974896727,0,0
160645001004,"Bad Tennstedt, Stadt",2405,0.920997921,0,0
160645001005,Ballhausen,811,0.971639951,0,0
160645001007,Blankenburg,168,0.904761905,0,0
160645001009,Bruchstedt,274,0.967153285,0,0
160645001021,Haussömmern,206,0.980582524,0,0
160645001027,Hornsömmern,158,0.962025316,0,0
160645001033,Kirchheilingen,770,0.958441558,0,0
160645001038,Kutzleben,605,0.978512397,0,0
160645001045,Mittelsömmern,205,0.96097561,0,0
160645001061,Sundhausen,361,0.958448753,0,0
160645001062,Tottleben,137,0.948905109,0,0
160645001064,Urleben,380,0.971052632,0,0
160645051019,Großvargula,714,0.971988796,0,0
160645051022,Herbsleben,2833,0.96999647,0,0
160645052055,Rodeberg,1983,0.969742814,0,0
